,subj,roi,cond,depth,radius_band,accuracy,nVoxels
247,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,superficial,0-2,0.43666666666666665,16.0
248,pnr510,V1_tgt_rh_rad10_filled_deveined,center,superficial,2-4,0.6355555555555557,30.0
249,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,superficial,2-4,0.5422222222222223,30.0
250,pnr510,V1_tgt_rh_rad10_filled_deveined,center,superficial,4-6,0.5355555555555556,30.0
251,pnr510,V1_tgt_rh_rad10_filled_deveined,surround,superficial,4-6,0.5488888888888889,30.0
252,pnr579,V1_tgt_lh_rad10_filled_deveined,center,deep,0-2,0.3977777777777778,30.0
253,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,deep,0-2,0.39333333333333337,30.0
254,pnr579,V1_tgt_lh_rad10_filled_deveined,center,deep,2-4,0.45111111111111113,30.0
255,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,deep,2-4,0.2566666666666667,30.0
256,pnr579,V1_tgt_lh_rad10_filled_deveined,center,deep,4-6,0.43888888888888894,30.0
257,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,deep,4-6,0.3633333333333334,30.0
258,pnr579,V1_tgt_lh_rad10_filled_deveined,center,middle,0-2,0.4,30.0
259,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,middle,0-2,0.4988888888888889,30.0
260,pnr579,V1_tgt_lh_rad10_filled_deveined,center,middle,2-4,0.4766666666666667,30.0
261,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,middle,2-4,0.43888888888888894,30.0
262,pnr579,V1_tgt_lh_rad10_filled_deveined,center,middle,4-6,0.5144444444444445,30.0
263,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,middle,4-6,0.4466666666666666,30.0
264,pnr579,V1_tgt_lh_rad10_filled_deveined,center,superficial,0-2,0.4822222222222223,30.0
265,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,superficial,0-2,0.44666666666666666,30.0
266,pnr579,V1_tgt_lh_rad10_filled_deveined,center,superficial,2-4,0.3988888888888889,30.0
267,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,superficial,2-4,0.49000000000000005,30.0
268,pnr579,V1_tgt_lh_rad10_filled_deveined,center,superficial,4-6,0.40888888888888897,30.0
269,pnr579,V1_tgt_lh_rad10_filled_deveined,surround,superficial,4-6,0.5066666666666666,30.0
270,pnr579,V1_tgt_rh_rad10_filled_deveined,center,deep,0-2,0.4044444444444445,24.0
271,pnr579,V1_tgt_rh_rad10_filled_deveined,surround,deep,0-2,0.3355555555555556,24.0
272,pnr579,V1_tgt_rh_rad10_filled_deveined,center,deep,2-4,0.4366666666666667,30.0
