x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,NULL,theta all,theta F,tgt_theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity,V23_superficial_deveined,V23_superficial_deveined F,V23_superficial_deveined_iso0,V23_superficial_deveined_iso0 F,V23_superficial_deveined_iso90,V23_superficial_deveined_iso90 F,V23_superficial_deveined_orth,V23_superficial_deveined_orth F,V23_superficial_deveined_sur,V23_superficial_deveined_sur F,V23_superficial_deveined_task,V23_superficial_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L2 p-val,V23_middle_deveined,V23_middle_deveined F,V23_middle_deveined_iso0,V23_middle_deveined_iso0 F,V23_middle_deveined_iso90,V23_middle_deveined_iso90 F,V23_middle_deveined_orth,V23_middle_deveined_orth F,V23_middle_deveined_sur,V23_middle_deveined_sur F,V23_middle_deveined_task,V23_middle_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L1 p-val,V23_deep_deveined,V23_deep_deveined F,V23_deep_deveined_iso0,V23_deep_deveined_iso0 F,V23_deep_deveined_iso90,V23_deep_deveined_iso90 F,V23_deep_deveined_orth,V23_deep_deveined_orth F,V23_deep_deveined_sur,V23_deep_deveined_sur F,V23_deep_deveined_task,V23_deep_deveined_task F,task_unwarp_gPPI_V23_tgt_filled_deveined_L0 p-val,V1_tgt_superficial_deveined,V1_tgt_superficial_deveined F,V1_tgt_superficial_deveined_iso0,V1_tgt_superficial_deveined_iso0 F,V1_tgt_superficial_deveined_iso90,V1_tgt_superficial_deveined_iso90 F,V1_tgt_superficial_deveined_orth,V1_tgt_superficial_deveined_orth F,V1_tgt_superficial_deveined_sur,V1_tgt_superficial_deveined_sur F,V1_tgt_superficial_deveined_task,V1_tgt_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L2 p-val,V1_tgt_middle_deveined,V1_tgt_middle_deveined F,V1_tgt_middle_deveined_iso0,V1_tgt_middle_deveined_iso0 F,V1_tgt_middle_deveined_iso90,V1_tgt_middle_deveined_iso90 F,V1_tgt_middle_deveined_orth,V1_tgt_middle_deveined_orth F,V1_tgt_middle_deveined_sur,V1_tgt_middle_deveined_sur F,V1_tgt_middle_deveined_task,V1_tgt_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L1 p-val,V1_tgt_deep_deveined,V1_tgt_deep_deveined F,V1_tgt_deep_deveined_iso0,V1_tgt_deep_deveined_iso0 F,V1_tgt_deep_deveined_iso90,V1_tgt_deep_deveined_iso90 F,V1_tgt_deep_deveined_orth,V1_tgt_deep_deveined_orth F,V1_tgt_deep_deveined_sur,V1_tgt_deep_deveined_sur F,V1_tgt_deep_deveined_task,V1_tgt_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_tgt_L0 p-val,V1_sur_superficial_deveined,V1_sur_superficial_deveined F,V1_sur_superficial_deveined_iso0,V1_sur_superficial_deveined_iso0 F,V1_sur_superficial_deveined_iso90,V1_sur_superficial_deveined_iso90 F,V1_sur_superficial_deveined_orth,V1_sur_superficial_deveined_orth F,V1_sur_superficial_deveined_sur,V1_sur_superficial_deveined_sur F,V1_sur_superficial_deveined_task,V1_sur_superficial_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L2 p-val,V1_sur_middle_deveined,V1_sur_middle_deveined F,V1_sur_middle_deveined_iso0,V1_sur_middle_deveined_iso0 F,V1_sur_middle_deveined_iso90,V1_sur_middle_deveined_iso90 F,V1_sur_middle_deveined_orth,V1_sur_middle_deveined_orth F,V1_sur_middle_deveined_sur,V1_sur_middle_deveined_sur F,V1_sur_middle_deveined_task,V1_sur_middle_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L1 p-val,V1_sur_deep_deveined,V1_sur_deep_deveined F,V1_sur_deep_deveined_iso0,V1_sur_deep_deveined_iso0 F,V1_sur_deep_deveined_iso90,V1_sur_deep_deveined_iso90 F,V1_sur_deep_deveined_orth,V1_sur_deep_deveined_orth F,V1_sur_deep_deveined_sur,V1_sur_deep_deveined_sur F,V1_sur_deep_deveined_task,V1_sur_deep_deveined_task F,task_unwarp_gPPI_V1_tgt_filled_deveined_sur_L0 p-val
-94.03,-27.59,4.00,0.28,2.64,183.00,1.99203491,2.27429938,2.75272965,2.33767724,2.33918524,55.40888596,0.00000000,3.38,2.60568142,1.88028347,2.38176847,2.57777429,1.85396338,1.90619123,3.32568240,2.47276425,2.32946920,2.36802721,55.61349487,0.00000000,1.80094039,1.24840760,2.65456581,0.14063615,3.02234554,3.92671013,2.66126490,2.48329282,-0.08376634,0.04280417,0.83613892,3.85847068,2.04696369,1.00876546,3.22554636,2.61549592,2.11357665,4.34758615,2.93341494,0.44399625,1.18106854,0.27741510,2.21028900,1.95844543,3.38280511,4.60495806,-0.49268872,-0.85555810,3.06945229,2.10923076,-0.33240995,0.66729963,0.41420012,1.37396777,-0.62003034,-1.99399817,194.58897400,0.00000000,0.20139918,-1.74717033,-1.94856954,15.73716259,2.50,3.02,0.00724650,34.24773407,0.04243712,0.47996581,-0.07865293,1.63246989,0.07761969,1.63634896,0.03775729,0.38436916,-0.39765066,0.53944433,0.46284454,0.00900538,41.13721466,0.04030354,0.34541738,-0.09771387,1.99968898,0.07346627,1.15662754,0.01522926,0.04920896,-0.53941506,1.04441023,0.30705842,0.01258176,37.10309219,0.04066685,0.26087010,-0.11106080,1.88026941,0.08500428,1.13429677,0.01731499,0.04622905,-0.12975480,0.06912755,0.79266839,0.00911194,57.44985199,-0.04317940,0.29696849,-0.13905166,3.02572489,0.05594080,0.49235874,0.06990361,0.77397132,-1.19221556,4.82518625,0.02828804,0.01473849,58.28430176,-0.04693302,0.29452351,-0.15216532,2.99848771,0.06114028,0.48695728,0.07294908,0.71065384,-0.81898332,2.67022872,0.10257300,0.02557601,70.18795776,-0.04541520,0.23912573,-0.15458280,2.68900275,0.08329302,0.78109044,0.07097534,0.58128285,-0.41400063,0.89305776,0.34489056,0.00911194,57.44985199,-0.04317940,0.29696849,-0.13905166,3.02572489,0.05594080,0.49235874,0.06990361,0.77397132,-1.19221556,4.82518625,0.02828804,0.01473849,58.28430176,-0.04693302,0.29452351,-0.15216532,2.99848771,0.06114028,0.48695728,0.07294908,0.71065384,-0.81898332,2.67022872,0.10257300,0.02557601,70.18795776,-0.04541520,0.23912573,-0.15458280,2.68900275,0.08329302,0.78109044,0.07097534,0.58128285,-0.41400063,0.89305776,0.34489056,
-93.54,-27.62,18.00,0.00,2.66,149.00,6.08882189,5.90269470,6.59462357,6.19861507,6.19618893,426.70468140,0.00000000,3.23,6.09403276,6.27870178,7.31099939,5.97439909,5.07836103,6.36065054,6.99256372,5.70717859,6.23895025,6.21997786,424.66323853,0.00000000,5.90247059,5.34853983,7.38778067,6.44750881,4.75776339,6.32925892,6.41424942,4.91073561,-0.32897282,0.72024167,0.39627912,7.34027576,7.57305431,7.11415291,5.43358755,5.14100313,6.25991392,7.24675226,6.79068613,0.40986139,1.10169208,0.29416285,5.26097870,5.74039745,7.23850822,5.86760139,5.21882963,6.42348766,7.27440834,5.68795919,-0.10749323,0.07466552,0.78472069,1.74904478,-2.43581223,-4.18485689,328.28247070,0.00000000,0.56936783,-3.49345994,-4.06282806,54.67364502,0.00,0.00,0.01520578,196.64350891,0.14273570,7.08024645,-0.02686940,0.24842182,0.02341143,0.19412872,0.09545871,3.20362973,0.46583906,0.96536040,0.32609043,0.01847443,231.03041077,0.14986509,6.37319374,-0.04636328,0.60078031,0.00523950,0.00787529,0.05917479,0.99118620,0.28980982,0.40239254,0.52600911,0.02632473,214.63806152,0.16630159,5.76564789,-0.05385119,0.58417529,0.00843807,0.01478708,0.06529997,0.86952597,1.03076363,5.76536226,0.01653665,0.01586069,227.69563293,-0.00243203,0.00126987,-0.06023129,0.74264485,-0.01781278,0.06534074,0.18218596,6.87722826,0.00989070,0.00046177,0.98286019,0.02518499,221.23785400,0.00107257,0.00017221,-0.06213303,0.64990234,-0.01366657,0.03162835,0.20166573,7.06006813,0.75192124,2.92599583,0.08749026,0.03661902,178.01855469,0.04292845,0.26434737,-0.00083180,0.00011056,0.04963109,0.34306562,0.23248023,7.71560431,2.15855455,30.03487968,0.00000005,0.01586069,227.69563293,-0.00243203,0.00126987,-0.06023129,0.74264485,-0.01781278,0.06534074,0.18218596,6.87722826,0.00989070,0.00046177,0.98286019,0.02518499,221.23785400,0.00107257,0.00017221,-0.06213303,0.64990234,-0.01366657,0.03162835,0.20166573,7.06006813,0.75192124,2.92599583,0.08749026,0.03661902,178.01855469,0.04292845,0.26434737,-0.00083180,0.00011056,0.04963109,0.34306562,0.23248023,7.71560431,2.15855455,30.03487968,0.00000005,
-93.54,-27.62,16.00,0.65,2.66,148.00,5.70315695,5.43960953,5.42833805,5.64477253,5.55396938,312.80245972,0.00000000,3.38,5.29860878,6.35871172,5.95597219,5.64401627,4.80882215,5.56788349,5.57997894,5.02555037,5.67194033,5.54017496,305.54602051,0.00000000,5.36837721,5.53632736,8.54930210,6.39830637,2.78569818,6.19875431,4.89881277,4.26170063,-0.27788478,0.47807881,0.48946329,6.01151133,6.70250082,2.98541570,4.64644527,5.85903788,6.76326656,6.00968885,4.45123816,-0.23403993,0.33092704,0.56525037,4.60508156,6.51907015,6.26293373,6.08448696,5.56206703,3.94558477,5.87273884,6.74542952,0.04700302,0.01307259,0.90899614,1.67318463,-1.96232128,-3.63550591,308.04663086,0.00000000,2.18709874,-1.59915137,-3.78625011,47.82319260,2.44,2.87,0.01221644,104.47826385,0.13000308,4.83457088,-0.01854641,0.09733911,-0.01787431,0.09308283,-0.06031579,1.05277979,1.03246677,3.90355730,0.04847332,0.01594414,142.42965698,0.13693039,4.40372276,-0.04563201,0.48168713,-0.04974854,0.58578902,-0.11711112,3.21326041,0.55925292,1.23992491,0.26576748,0.02123606,114.23557281,0.15205234,3.94205904,-0.03766944,0.23374808,-0.04302515,0.31406105,-0.12488220,2.60083270,1.46778047,9.56088448,0.00204574,0.01369308,140.72045898,0.01616305,0.04508513,-0.06046469,0.62056667,-0.07595663,0.98459798,-0.04344800,0.32430664,0.31217101,0.35876662,0.54933497,0.02129417,130.65013123,0.02466881,0.08734274,-0.05623920,0.43984324,-0.07404146,0.76683319,-0.04189114,0.25159639,1.04309809,4.65135622,0.03127960,0.03140149,110.15000916,0.05891814,0.41901127,-0.00816483,0.00781460,-0.02822695,0.09340304,-0.03565627,0.15275677,2.18827105,25.97376823,0.00000042,0.01369308,140.72045898,0.01616305,0.04508513,-0.06046469,0.62056667,-0.07595663,0.98459798,-0.04344800,0.32430664,0.31217101,0.35876662,0.54933497,0.02129417,130.65013123,0.02466881,0.08734274,-0.05623920,0.43984324,-0.07404146,0.76683319,-0.04189114,0.25159639,1.04309809,4.65135622,0.03127960,0.03140149,110.15000916,0.05891814,0.41901127,-0.00816483,0.00781460,-0.02822695,0.09340304,-0.03565627,0.15275677,2.18827105,25.97376823,0.00000042,
-93.54,-27.62,9.00,0.47,2.66,165.00,4.91751623,4.26927042,5.10552454,3.92984128,4.55553818,161.87864685,0.00000000,3.85,4.16750145,2.85719800,4.28188848,4.25344276,5.04745007,5.41967297,5.41693354,6.47749281,3.87102914,4.63897991,167.51594543,0.00000000,2.38123155,4.36276960,4.66530418,3.75551796,4.63923216,5.21012020,5.30767012,3.68792796,0.34984776,0.57129681,0.44993202,5.46741772,2.96421075,3.65199876,3.41408134,5.81988430,6.99345922,5.33478260,7.09141731,1.18163228,6.50130939,0.01093607,4.79648256,1.49345601,4.78562450,6.18476248,4.26088667,3.80315399,6.00314856,8.36619186,1.05347848,5.14985561,0.02347250,1.43309033,-1.44736266,-2.88045287,273.58364868,0.00000000,2.73086476,-1.38337719,-4.11424208,41.63463211,2.44,2.87,0.01189147,74.50141907,0.06417137,0.88652378,0.10385913,2.29941893,0.00345505,0.00264613,0.00201617,0.00090526,0.07241645,0.01448409,0.90423148,0.01377038,77.36469269,0.06046473,0.62530601,0.10875420,1.99235141,-0.00625044,0.00677101,-0.03077633,0.16159672,0.14086704,0.05730925,0.81085216,0.01756608,57.27887726,0.06626248,0.54857510,0.14525747,2.54735661,0.01176847,0.01717719,-0.01869727,0.04270345,1.06855190,3.71328402,0.05427937,0.01242029,85.08988953,-0.05145467,0.33620855,0.11332579,1.60203826,-0.03383256,0.14351653,0.04828734,0.29434955,-0.29340246,0.23293294,0.62946888,0.01939422,79.97966766,-0.05587801,0.33089560,0.13145514,1.77345490,-0.02967340,0.09091231,0.05213944,0.28771400,0.35698760,0.40207177,0.52617405,0.02818052,65.79553223,-0.03243167,0.09411446,0.18995512,3.13517070,0.01476982,0.01897469,0.06587562,0.38660070,1.44587052,8.41020393,0.00381728,0.01242029,85.08988953,-0.05145467,0.33620855,0.11332579,1.60203826,-0.03383256,0.14351653,0.04828734,0.29434955,-0.29340246,0.23293294,0.62946888,0.01939422,79.97966766,-0.05587801,0.33089560,0.13145514,1.77345490,-0.02967340,0.09091231,0.05213944,0.28771400,0.35698760,0.40207177,0.52617405,0.02818052,65.79553223,-0.03243167,0.09411446,0.18995512,3.13517070,0.01476982,0.01897469,0.06587562,0.38660070,1.44587052,8.41020393,0.00381728,
-92.99,-27.74,19.00,0.00,2.76,157.00,7.27493620,7.54133654,8.22977066,6.71001291,7.43901396,565.50262451,0.00000000,3.36,7.86905527,9.10715008,7.29771423,6.75450468,6.19255447,8.50158024,7.63922167,7.94593430,6.70350075,7.54924488,580.20794678,0.00000000,8.85259056,8.19350338,8.09263611,6.33665943,5.13478136,9.12972164,7.73908806,7.03993654,0.76365322,3.60217118,0.05800803,7.46109295,10.85271740,6.81647825,7.73042297,7.10346031,9.65695190,7.89350891,8.34718418,1.50612891,13.83922672,0.00021085,7.34206963,7.96932220,7.20756388,6.58985186,5.77773905,6.71947289,7.57552004,8.79827595,0.58489799,2.03569603,0.15397344,1.89678836,-2.28052354,-4.17731190,328.28231812,0.00000000,4.63207150,-0.41517782,-5.04724932,96.18239594,2.37,2.72,0.01459388,163.48292542,0.19010545,11.33537483,0.03542110,0.38968205,0.04495510,0.64595300,0.14247394,6.44106579,1.85246277,13.77847099,0.00021765,0.01912928,229.81004333,0.20182298,10.72351456,0.00454622,0.00537245,0.01255189,0.04179765,0.09882333,2.56469965,1.26691532,7.13257027,0.00769911,0.02817434,231.75720215,0.22503224,9.95163536,-0.00312458,0.00182982,0.01023187,0.02045093,0.10684691,2.19438434,1.86518598,17.79488754,0.00002696,0.01878951,320.54122925,0.03771988,0.29743332,-0.03482641,0.24908666,-0.04477434,0.41392854,0.22026238,10.08343601,0.09863593,0.04330935,0.83518853,0.02901930,288.72900391,0.05026346,0.43164501,-0.02224146,0.08181507,-0.03366125,0.18856964,0.24296959,10.07374859,1.14371002,6.65410423,0.01004221,0.04383547,252.78140259,0.09507366,1.28476655,0.03805138,0.19983065,0.02913013,0.11711567,0.27590978,10.76905346,2.59901786,43.14797592,0.00000000,0.01878951,320.54122925,0.03771988,0.29743332,-0.03482641,0.24908666,-0.04477434,0.41392854,0.22026238,10.08343601,0.09863593,0.04330935,0.83518853,0.02901930,288.72900391,0.05026346,0.43164501,-0.02224146,0.08181507,-0.03366125,0.18856964,0.24296959,10.07374859,1.14371002,6.65410423,0.01004221,0.04383547,252.78140259,0.09507366,1.28476655,0.03805138,0.19983065,0.02913013,0.11711567,0.27590978,10.76905346,2.59901786,43.14797592,0.00000000,
-92.99,-27.74,14.00,0.64,2.76,150.00,3.16696143,3.17416978,3.46788454,3.01398873,3.20575118,109.41701508,0.00000000,3.30,2.71505904,3.32665086,4.00199795,2.45254898,3.10932469,3.66210127,4.64268589,2.15886950,3.03528666,3.23060226,110.81092072,0.00000000,3.83991504,3.40081882,3.68173623,1.47535610,2.93137026,3.67634249,5.60247803,0.87213439,0.13516909,0.11835273,0.73090438,1.49340189,4.72100496,3.67760539,3.43881726,4.05149317,2.92944121,5.69050121,1.67814457,0.43155885,1.18662930,0.27628764,3.02384782,1.70455575,4.69465113,2.35133624,2.46879172,4.30740499,2.79650998,4.09788752,0.17790082,0.19706431,0.65720237,1.64963412,-2.00102258,-3.65065694,308.56393433,0.00000000,-1.07359838,-4.65019035,-3.57659197,48.48465347,2.44,2.87,0.01138307,95.04405212,0.05462573,0.89444691,-0.00293306,0.00261761,0.07875282,1.89456773,0.00546544,0.00911316,-1.09177995,4.57354593,0.03272405,0.01301213,95.97994232,0.05154924,0.63138640,-0.00872312,0.01774865,0.07791369,1.45364356,-0.02446168,0.14179522,-0.97303158,3.79762912,0.05161959,0.01941488,99.49194336,0.05475907,0.53266847,-0.01743632,0.05215753,0.08519730,1.28311408,-0.03923654,0.26750195,-0.61187673,1.73122120,0.18857277,0.01495742,184.65356445,-0.08949769,1.52208841,-0.07558753,1.06648302,0.01980692,0.07368849,0.03144258,0.18685296,-2.57419658,26.83292770,0.00000027,0.02396393,183.47546387,-0.09487198,1.43298304,-0.07902294,0.96292841,0.02546381,0.10053070,0.03255001,0.16846253,-1.91716254,17.42293739,0.00003267,0.03405868,140.93344116,-0.06380636,0.53444165,-0.01955463,0.04876957,0.09138671,1.06463361,0.05023174,0.32964993,-0.49639207,1.45367718,0.22823936,0.01495742,184.65356445,-0.08949769,1.52208841,-0.07558753,1.06648302,0.01980692,0.07368849,0.03144258,0.18685296,-2.57419658,26.83292770,0.00000027,0.02396393,183.47546387,-0.09487198,1.43298304,-0.07902294,0.96292841,0.02546381,0.10053070,0.03255001,0.16846253,-1.91716254,17.42293739,0.00003267,0.03405868,140.93344116,-0.06380636,0.53444165,-0.01955463,0.04876957,0.09138671,1.06463361,0.05023174,0.32964993,-0.49639207,1.45367718,0.22823936,
-97.51,-21.33,15.00,0.53,3.94,134.00,7.83514261,7.84389305,7.02102995,6.95974207,7.41495180,189.74816895,0.00000000,5.79,7.26224232,3.27304316,8.77912712,7.73948050,9.12015343,10.00854778,8.97072506,5.79405403,7.04701281,7.54737711,201.57429504,0.00000000,4.01810265,8.04161263,7.40538168,5.68203640,12.63573456,10.15372181,11.70213318,2.73566294,0.96569639,2.00321102,0.15729514,10.69878101,2.28529692,10.58290863,3.69528651,7.68829250,7.09055901,6.92324352,7.20788097,0.07266207,0.01102734,0.91638920,6.91523743,0.33760038,8.25113297,13.48655415,8.00279045,11.16194630,8.34189129,7.42326212,0.91452163,1.75430632,0.18565583,1.91639614,-2.79336119,-4.70975733,430.48025513,0.00000000,-1.79103792,-6.89805889,-5.10702085,60.61123657,2.40,5.43,0.01240215,34.19752502,0.20492443,3.81508374,0.04776227,0.20517080,0.03526980,0.11513308,0.04293754,0.16943781,2.68176746,8.36404514,0.00391458,0.01472258,37.34634399,0.22145358,3.54217863,0.04146538,0.12233723,0.02437781,0.04327495,0.01392738,0.01397298,2.64310384,8.51697063,0.00360156,0.01808922,25.85656166,0.25237769,3.38777137,0.07169285,0.26416528,0.04999318,0.13231570,0.03780125,0.07434383,3.76602340,19.63451958,0.00001047,0.01758314,74.12268829,0.06865574,0.26016158,-0.03737574,0.07577343,-0.06601129,0.23753351,0.08245489,0.37311843,0.59344655,0.41427705,0.51996210,0.02751808,70.05384064,0.07765236,0.27800035,-0.03159347,0.04457749,-0.06361661,0.18178117,0.08903277,0.36496302,1.50092685,3.09210706,0.07899517,0.04085138,60.43959045,0.12410953,0.60274547,0.03327218,0.04204499,-0.00437675,0.00078420,0.11139660,0.48330632,2.95284796,15.33345413,0.00009656,0.01758314,74.12268829,0.06865574,0.26016158,-0.03737574,0.07577343,-0.06601129,0.23753351,0.08245489,0.37311843,0.59344655,0.41427705,0.51996210,0.02751808,70.05384064,0.07765236,0.27800035,-0.03159347,0.04457749,-0.06361661,0.18178117,0.08903277,0.36496302,1.50092685,3.09210706,0.07899517,0.04085138,60.43959045,0.12410953,0.60274547,0.03327218,0.04204499,-0.00437675,0.00078420,0.11139660,0.48330632,2.95284796,15.33345413,0.00009656,
-96.55,-23.78,16.00,0.69,2.80,162.00,6.65754986,6.67131519,6.01377869,6.69307041,6.50892878,351.92553711,0.00000000,3.73,4.31496906,5.24119473,7.53942347,7.44448757,6.98709393,7.11100721,6.03892517,7.07707024,6.71684599,6.49028301,352.43875122,0.00000000,4.16196632,7.59123659,6.90644646,7.81012726,5.40164232,6.16092873,8.58639145,6.72495317,0.00350827,0.00006874,0.99338660,4.68068552,5.24839687,5.81653166,7.10523558,7.97223806,5.30871773,3.86602592,7.90589476,-0.68350041,2.31270123,0.12865468,4.15668440,3.41984367,9.59246349,6.97535658,7.87752914,9.88458252,5.42957735,6.55778027,-0.04910055,0.01215434,0.91223708,2.30227399,-1.22960114,-3.53187513,396.46777344,0.00000000,5.37118721,1.19590354,-4.17528343,56.58837509,2.48,4.30,0.01144774,73.60572815,0.17837800,7.30253649,-0.08531019,1.65387368,-0.10809726,2.73317122,0.13828255,4.43975163,2.26806617,15.11313534,0.00010830,0.01529388,104.59449768,0.19059972,6.80993891,-0.12428924,2.85204935,-0.15164702,4.34425306,0.10733569,2.15430021,1.71984267,9.35901833,0.00228122,0.02274522,107.66725159,0.21606550,6.53958225,-0.15597968,3.29311538,-0.18386382,4.71206808,0.11349855,1.76498282,2.16072130,17.02252388,0.00004018,0.01411831,121.46376038,0.06692491,0.62837422,-0.16850276,3.91301870,-0.21721861,6.53812265,0.21539564,6.47182703,1.12594056,3.79006410,0.05185241,0.02280370,122.93740845,0.07441051,0.65238434,-0.18319739,3.82941198,-0.23473692,6.32448626,0.23323515,6.40074301,1.70608091,10.20976830,0.00144310,0.02685214,63.64174271,0.14004110,1.87015986,-0.10214255,0.96573228,-0.16195409,2.42917895,0.28652915,7.79238176,3.61890435,56.12883377,0.00000000,0.01411831,121.46376038,0.06692491,0.62837422,-0.16850276,3.91301870,-0.21721861,6.53812265,0.21539564,6.47182703,1.12594056,3.79006410,0.05185241,0.02280370,122.93740845,0.07441051,0.65238434,-0.18319739,3.82941198,-0.23473692,6.32448626,0.23323515,6.40074301,1.70608091,10.20976830,0.00144310,0.02685214,63.64174271,0.14004110,1.87015986,-0.10214255,0.96573228,-0.16195409,2.42917895,0.28652915,7.79238176,3.61890435,56.12883377,0.00000000,
-96.55,-23.78,9.00,0.48,2.80,202.00,5.53846788,5.27540827,5.47647238,4.83686161,5.28180265,260.17703247,0.00000000,3.52,5.67831039,6.83756924,5.39779186,6.07960749,3.29902077,5.04446268,6.44840002,4.99619579,4.85330200,5.39844751,274.11221313,0.00000000,7.16502810,5.30219841,5.53116322,5.81304407,1.64271927,5.04124117,6.55992794,5.53317308,0.38054812,0.82170552,0.36491257,5.14698648,7.34584141,4.27662802,6.71280909,2.38629246,6.40191412,6.82299805,4.94977951,0.65896189,2.42929912,0.11942024,4.82156277,7.65323877,5.98705769,5.35376024,5.38299322,3.81683469,6.03109455,5.03974199,0.67278236,2.46786594,0.11652963,2.02240849,-0.98790449,-3.01031303,328.56146240,0.00000000,2.50825047,0.40747288,-2.10077763,12.48352432,2.47,4.32,0.01396852,128.49609375,0.08695966,2.03493142,-0.09636267,2.47422743,-0.02141792,0.12577425,0.02712346,0.20028134,0.12637952,0.05500991,0.81461489,0.01707882,151.59992981,0.08727758,1.65965891,-0.12326775,3.26062846,-0.04498247,0.44425932,-0.01390141,0.04197166,-0.06750078,0.01671752,0.89715063,0.02460617,145.17787170,0.09286664,1.39192665,-0.14553586,3.30310750,-0.05324754,0.45534194,-0.02093791,0.06921621,0.56796956,1.35515273,0.24467190,0.01395787,133.64181519,-0.04319528,0.29466835,-0.13711736,2.91676164,-0.06126839,0.58557463,0.09396531,1.38646364,-0.07262450,0.01776059,0.89400899,0.02405095,157.07870483,-0.05759896,0.44894695,-0.16734543,3.67022848,-0.08254418,0.89825141,0.09542655,1.23064911,0.19881843,0.15918267,0.68999989,0.03742718,149.27993774,-0.02891791,0.09629429,-0.13560261,2.05501795,-0.04219695,0.19906737,0.10968868,1.37873900,1.29339123,8.65636921,0.00333847,0.01395787,133.64181519,-0.04319528,0.29466835,-0.13711736,2.91676164,-0.06126839,0.58557463,0.09396531,1.38646364,-0.07262450,0.01776059,0.89400899,0.02405095,157.07870483,-0.05759896,0.44894695,-0.16734543,3.67022848,-0.08254418,0.89825141,0.09542655,1.23064911,0.19881843,0.15918267,0.68999989,0.03742718,149.27993774,-0.02891791,0.09629429,-0.13560261,2.05501795,-0.04219695,0.19906737,0.10968868,1.37873900,1.29339123,8.65636921,0.00333847,
-96.26,-24.44,18.00,0.78,2.59,150.00,7.35518932,6.94710207,7.52018118,7.58000898,7.35062027,572.08654785,0.00000000,3.31,6.67849779,7.11838436,8.32368660,7.88982105,6.81307364,6.40420485,7.78860855,7.45622206,7.59669018,7.33368015,561.85485840,0.00000000,6.46709824,7.60990906,9.13596535,6.82532549,6.13698149,5.90675879,8.22499371,5.44242382,-0.65521532,2.74578905,0.09784216,6.70795250,7.79613256,6.81268120,8.19579124,7.26538324,7.29178762,7.95815659,8.14414024,-0.04983085,0.01547341,0.90103117,7.04370689,5.81856585,8.70680904,8.57864094,6.90510893,5.99866295,7.22871637,8.81950569,-0.20445882,0.25932419,0.61070346,2.34138250,-0.13200469,-2.47338724,305.25155640,0.00000000,4.46774435,0.10058576,-4.36715889,102.65455627,2.48,4.30,0.01513348,184.68310547,0.14376619,6.81059551,0.05944232,1.15289843,0.04410443,0.65324163,0.07303929,1.77842879,1.59913719,10.78685379,0.00105963,0.02030094,277.83639526,0.14929311,6.29888201,0.02691412,0.20161773,0.00842228,0.02018484,0.01718512,0.08327689,0.84734422,3.42502165,0.06452600,0.02725602,221.85079956,0.16334550,5.36330748,0.04899886,0.46636498,0.02690588,0.14477572,0.03198047,0.20114467,1.96631980,20.22874641,0.00000772,0.01869597,329.05847168,-0.02523965,0.13808036,0.00293938,0.00186108,-0.04010674,0.34436041,0.13006037,3.64538169,0.07545859,0.02635534,0.87107010,0.03027449,336.17373657,-0.02567116,0.12042088,0.00318655,0.00181084,-0.04355713,0.33784243,0.14172429,3.66664982,0.83075064,3.75574303,0.05292274,0.04436718,270.80920410,0.01661093,0.04101722,0.07964905,0.91526830,0.03053395,0.13456626,0.16928546,4.23961067,2.48669434,41.30777740,0.00000000,0.01869597,329.05847168,-0.02523965,0.13808036,0.00293938,0.00186108,-0.04010674,0.34436041,0.13006037,3.64538169,0.07545859,0.02635534,0.87107010,0.03027449,336.17373657,-0.02567116,0.12042088,0.00318655,0.00181084,-0.04355713,0.33784243,0.14172429,3.66664982,0.83075064,3.75574303,0.05292274,0.04436718,270.80920410,0.01661093,0.04101722,0.07964905,0.91526830,0.03053395,0.13456626,0.16928546,4.23961067,2.48669434,41.30777740,0.00000000,
