x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,18.00,0.80,144.00,0.25169596,0.59980482,-2.34015608,0.08299212,-0.35141575,0.11558235,0.73395692,10.05,0.82428677,0.89737770,0.14796201,-3.07620978,-0.67647618,-1.39416015,-0.14926584,0.45901692,-0.26516619,1.75185192,1.21955717,-0.26635653,0.06627547,0.79689921,1.61950743,-1.12957704,-2.19934225,0.42550588,0.68696243,-1.70704317,1.31976259,-0.57012898,-0.19429415,0.01044443,0.91865112,-7.73252010,-0.18117462,-1.60670626,-0.56201172,-1.63075590,0.61519462,1.49671054,0.99827361,-1.07537365,1.22101808,0.26972870,-2.25865650,0.63721967,-1.60693049,-3.62068510,1.35399556,5.04974937,-3.30155444,9.01606178,0.42554623,0.10456149,0.74650003,-5.86543417,-4.40635347,-4.72424984,-5.03793478,1.91283703,-0.73858106,1.55777943,-1.81903672,-2.42813349,3.39344883,0.06579374,-2.54625797,-4.33398914,3.54318738,1.23774743,3.83645701,2.42841554,-3.08766699,1.20794964,0.18214172,0.01943182,0.88916764,0.89910251,0.43104836,-0.46805415,2.70668578,0.10158174,-3.03129339,-5.30665779,-2.27536440,2.45449853,1.51,0.64,
0.00,0.00,13.00,0.63,159.00,-1.78080738,-0.98185867,-0.15078270,-1.49166024,-1.10127723,3.02077031,0.08255302,6.16,0.08614196,0.17397051,0.61178859,-2.02876091,-0.95720690,-2.85972691,-0.38821614,0.53359753,-1.61175001,-0.29482052,-1.36601233,-1.12161207,3.14615822,0.07645211,-5.54483128,-1.17641771,-4.27469730,-0.35154995,0.58782578,-2.62261724,0.98021686,-1.90918851,-1.78890741,2.79142070,0.09555827,0.25021264,-1.72182930,-0.78838646,-0.35668465,0.42239764,-0.32263762,-0.49917516,0.10398806,-0.36401436,0.23966357,0.62467859,-1.29453111,0.03900455,0.33477068,-1.37052011,0.82495195,-2.56316900,-0.32808402,-3.24680686,0.53919059,0.43880054,0.50787619,2.13943815,0.90659136,-3.90272927,4.13069725,-1.07255816,0.74001104,-0.55721480,-2.77755547,1.27576208,2.51363635,0.11322612,-0.70572966,-2.91336823,3.17178321,-0.42045814,-4.73125744,-1.65222239,-4.85676479,-1.46639943,-0.12108722,0.02308152,0.87928025,0.77757710,0.52561605,-0.25196105,1.06011260,0.30449842,5.60176373,4.22872448,-1.37303936,3.06651902,1.51,0.64,
0.00,0.00,9.00,0.45,163.00,-0.26199347,-0.20048006,-0.58995283,-1.12201691,-0.54361081,0.81204206,0.36776292,5.87,0.54533787,0.83176967,0.51381478,0.33315170,0.42953375,-0.80517596,-1.71446621,-1.29317796,0.25473866,-0.84875888,-0.92842692,-0.57157272,0.89920855,0.34325464,1.08787572,-0.55067188,0.99710858,-0.98348337,0.36782357,0.14364359,0.84267098,-1.14275253,0.09527685,0.01039199,0.91885488,0.46486232,0.61133939,-1.72414112,-1.92181027,-2.38780999,1.16292214,-1.39448655,-0.15429609,-0.66792756,0.69229317,0.40580983,0.65308827,0.62826902,1.78112030,-4.66325283,0.21038164,0.62808055,0.07837563,-0.74040627,0.87948984,1.29519665,0.25540364,1.24249947,0.63300139,-3.79019094,-2.13166475,-3.55882812,0.73610419,1.15632737,1.93026495,0.53866345,0.49363849,0.48249539,0.55652052,0.72602230,-2.35530543,-0.50816280,-0.03251268,0.88767952,-1.15477264,-0.42759919,0.82401961,1.16010416,0.28174046,0.53882587,0.43470415,-0.10412174,0.24000837,0.62476526,2.14809465,4.11061335,1.96251869,6.79840612,1.45,0.61,
0.00,0.00,0.00,0.30,172.00,-1.14380860,-1.30906916,-1.34694314,-0.17914289,-0.99474096,3.58781385,0.05853134,5.11,0.03568391,0.52423153,0.00462892,0.32015988,-1.85569799,0.36116716,-0.60598761,-1.08606994,-2.84324718,-0.83934098,-1.09864521,-0.95595771,3.34676337,0.06767590,2.57112622,-1.67102754,3.42214584,1.45095468,1.41642344,-1.53602946,0.69907176,1.03569067,0.92354441,1.16092968,0.28192708,-0.17063883,-1.57370806,-1.76686597,-2.11328769,-2.45556688,-3.23035741,-1.54618740,-1.97384465,-1.85380709,8.22774982,0.00431190,0.48840296,-3.40807390,-0.00940489,-2.36138320,-2.83494210,-1.20233810,0.40502128,-1.68965161,-1.13221729,2.82575393,0.09311980,-0.56488740,0.24508776,-1.53043902,-2.31863093,0.60155213,-5.40051746,-1.46432292,-1.07584536,-1.20934093,3.27399182,0.07072882,-1.74982285,-3.66893196,-3.04774785,-0.32424966,0.12903538,-0.77745748,0.48412737,0.17842540,-1.02789772,2.39655805,0.12196372,0.37309605,0.35476953,-0.01832651,0.00912224,0.92401007,1.35496926,0.84277344,-0.51219583,0.34033096,1.39,0.59,
0.00,0.00,0.00,0.20,170.00,-1.80417395,-0.45608184,-0.78619623,-1.06484926,-1.02782536,5.36248016,0.02080280,4.32,0.01571110,0.27949320,0.03881677,-2.03396630,-1.90350485,0.25090355,-1.25917208,-1.52267826,-1.82088757,0.62548828,-0.76837480,-1.05402398,5.71059465,0.01707266,-3.31440067,-1.43843246,1.62139630,-0.81707776,-0.15781827,-1.80381680,1.68042386,-0.19603650,-0.55322027,0.70506978,0.40159076,-0.39162794,-2.57385683,-0.64220327,-1.22840059,-1.54369104,-2.00804591,0.11094820,-1.65442312,-1.24141252,4.40675116,0.03633201,-0.93900436,-1.61052740,0.53914958,-2.22425699,-3.03242898,-0.74005580,4.27659655,-0.52445716,0.62228340,1.21857381,0.26994386,-2.57235336,0.37044871,0.58034670,-1.88848066,1.20957041,-2.32839561,-1.70859110,-0.74128759,0.27107817,0.22975314,0.63182657,-2.72527957,-1.70037568,-0.23159964,-0.58251309,-3.14126515,-3.51943803,-1.84589410,-0.45338172,-0.66561979,1.40635705,0.23598365,0.35352203,0.40591711,0.05239506,0.08869644,0.76616635,-3.90309668,-4.66031599,-0.75721949,0.78434098,1.34,0.56,
0.00,0.00,1.00,0.00,175.00,-0.54946959,-0.93380141,0.07392108,-0.54442000,-0.48844248,1.39434505,0.23799066,4.02,0.22563371,0.99425970,0.26137536,-0.11523569,-0.44491932,-0.98724353,0.02493439,-0.42534581,-1.64287770,-1.08760881,0.61398232,-0.50803930,1.51486862,0.21872692,-0.13589072,-0.00260620,-0.03948278,1.47029495,-0.36923504,-0.07243457,-1.69722593,0.45986620,-0.04833926,0.00560189,0.94037510,-0.07587498,-1.00075507,-1.11776912,-0.73128122,0.34258002,-2.53127527,-0.44877496,0.68256879,-0.61007273,1.27470005,0.25946519,0.91417921,-1.64611673,-1.33365750,-1.76585758,-1.45876682,-1.32344198,0.09689794,-0.87655914,-0.37364757,0.49415335,0.48226719,-0.83248860,-0.11513375,0.02562648,1.97831786,1.59539592,-2.66964579,-0.45153248,0.82795161,0.62931800,1.42900479,0.23225043,-1.02462709,-0.09591243,-1.99541557,0.57238126,-0.07641579,0.09962966,-1.26977861,-0.92909056,-0.03584402,0.00464613,0.94567183,0.40905437,0.52170068,0.11264629,0.50901985,0.47643888,0.85400182,1.08243597,0.22843422,0.07891713,1.34,0.56,
0.00,0.00,0.00,0.00,172.00,-0.19244614,-1.25340044,0.28259426,-0.61780345,-0.44526395,1.31005597,0.25269468,3.78,0.26034388,0.01645014,0.53584627,-1.60750294,-0.08589362,-0.74967414,-0.36074355,0.47266752,0.52542263,-1.02859533,-1.08508122,-0.48992509,1.58804178,0.20794058,-3.74784303,-0.94932699,-1.39336765,-1.89633787,-0.10998387,0.08328962,-3.06060696,-2.17816615,-1.65654278,6.57551384,0.01070613,-0.32331464,0.39629400,-0.38141799,0.79545957,1.03052747,0.68850702,0.41371813,-0.76436245,0.23192638,0.22873951,0.63268337,-3.19869685,-1.74857605,-2.44686961,0.41337994,0.79511213,0.80241030,-1.84046972,-2.50002337,-0.66019034,1.77048123,0.18366879,-0.15430820,1.07533336,0.31913373,0.36247683,1.05014980,1.43323278,-1.10608912,-0.85436624,0.88463354,3.16726685,0.07547468,1.58403754,1.68333662,-1.33037877,-0.38514233,-2.21427774,-0.05234102,-0.36805129,-0.46335500,0.44415927,0.81884181,0.36576781,1.05906761,1.24629664,0.18722908,1.74429476,0.18818413,-0.53150576,0.72542518,1.25693095,4.32028770,0.93,0.38,
0.00,0.00,2.00,0.14,165.00,-0.87328321,-0.53383452,-0.12089494,-0.49161202,-0.50490618,1.77243173,0.18342502,3.69,0.13479305,0.71179776,0.01831805,-2.30072260,0.18916021,-0.22625931,-0.24426973,-1.05642891,-0.43203098,0.03104610,-0.29639301,-0.54198730,2.06893086,0.15068281,-3.58482814,0.93875533,1.18076503,0.60706866,0.29630312,0.39741302,0.45037782,1.29696870,0.19785295,0.09321115,0.76029386,-1.43323648,-0.38313666,-1.00246346,-1.10272133,-2.12861800,-0.68159997,-0.19737564,-1.68939066,-1.07731783,6.10152817,0.01386203,-3.11976600,0.46472722,-1.82939279,1.96176958,-3.67672873,1.76143277,-1.20797026,0.36016929,-0.10419056,0.04716252,0.82812695,-2.04832768,0.29942441,3.24265862,0.03687447,0.27421045,-0.61248672,-0.31340888,-2.66010904,0.34625894,0.51907843,0.47142726,-0.84744197,-0.73387146,1.93716013,-1.55479169,-3.82369304,0.72221273,-1.51698995,-0.65710962,-0.29121181,0.37357286,0.54122173,1.35896099,1.51592195,0.15696096,1.11999726,0.29126265,-0.08146758,0.05346900,0.13493657,0.04490449,0.93,0.38,
0.00,0.00,4.00,0.26,136.00,0.06095412,0.37873811,0.51444936,0.20149502,0.28890914,0.50693405,0.47665717,3.95,0.54083902,0.01471874,0.31900981,-0.29345125,0.29929554,0.33507368,1.67714226,0.26808786,0.98430693,-0.54126048,-0.26779589,0.30767483,0.58000338,0.44651527,-0.91733801,0.84306425,3.79682422,3.08142447,2.43293238,2.41532493,0.20770937,0.56107891,1.55262756,6.50113916,0.01115549,-0.12936449,0.16418521,-2.49015474,0.75232285,-0.66690069,-0.20300132,-1.30583298,-0.60436678,-0.56038910,1.12758350,0.28883902,-0.12091695,1.83409011,1.30936992,2.37868810,-1.22438538,2.38203430,-1.08553839,-3.14490485,0.09868645,0.03675165,0.84801599,1.11399341,0.18114738,0.12760741,0.29686847,2.56596136,0.96257412,-0.46546865,-0.91991824,0.28723904,0.30736342,0.57944413,-2.19415212,0.48193026,0.57474583,2.50551224,-1.77520955,-1.68064761,0.41932112,2.37176204,-0.07185043,0.01991824,0.88779811,1.68353879,1.82588649,0.14234762,0.78628695,0.37634623,4.58121395,3.53375459,-1.04745924,2.25786400,0.88,0.37,
0.00,0.00,8.00,0.41,105.00,0.53017229,0.06918378,0.68006366,0.51926821,0.44967198,1.17892754,0.27787077,4.03,0.41654402,0.01739824,0.24828462,1.70965040,-0.57172024,1.49494898,1.15800047,0.72516155,1.12940645,-1.09984708,-0.76688796,0.47233909,1.33528733,0.24818077,4.39696312,-0.06588241,4.55050707,3.60654092,2.02712417,3.46465468,-0.15430562,-0.32347763,2.18776560,9.15614128,0.00264023,0.42523310,-1.03403580,-0.87815332,-0.31485268,-0.15497306,-0.73159975,-1.65133333,-0.50833470,-0.60600621,1.75849307,0.18545941,1.75756419,-2.14326859,2.56637049,-0.39615476,3.19350553,0.88601702,-1.49421930,-2.95104694,-0.47041005,0.80564332,0.36965806,1.99961495,0.94327891,2.63771701,1.80838680,0.36664945,0.06847616,-2.29744220,-0.21374530,0.16662231,0.10016324,0.75170923,-1.36705434,2.34827757,0.70477271,0.44191104,1.28455722,-3.14538074,0.71747613,3.02807903,0.04810371,0.00859719,0.92614637,1.84683740,1.98028207,0.13344474,0.52704269,0.46874616,4.53823280,5.17365885,0.63542616,1.16666389,0.83,0.36,
0.00,0.00,12.00,0.58,39.00,-0.51921058,-1.25715625,0.87588912,-0.42176861,-0.33056158,0.67944431,0.41000073,3.90,0.33249025,0.09511365,0.54441707,-1.71425378,-0.23524252,-0.97069591,0.64563656,-0.44365329,-0.17558789,-0.20468864,0.09233528,-0.37576878,0.86740452,0.35193057,-4.14921474,-1.70721352,-0.88269007,1.09511232,0.31430653,-1.67900360,-0.94595969,-1.42934477,-1.17300093,2.97064662,0.08556652,-0.60909015,0.40462744,-0.50914985,0.40936190,0.73656893,1.84530640,0.04730736,0.20569423,0.31632829,0.55653560,0.45603402,-1.62700319,-2.10670614,-1.40520263,-0.52784705,-2.82212973,2.93540549,-1.55323565,-3.41147518,-0.93550104,3.37490511,0.06653500,-0.89534384,1.70809960,1.80930543,-0.04694416,2.21004987,-1.05263591,0.60078865,2.11512542,1.30928004,6.57076788,0.01053264,-0.82649636,-0.14147145,0.92466307,0.97648728,-2.88643718,-1.24457240,-1.28067303,0.63985920,-0.00826461,0.00023187,0.98785445,1.73910880,1.83456540,0.09545659,0.18568455,0.66702133,-0.81270850,-0.44569528,0.36701319,0.53509986,0.00,0.00,
0.00,0.00,0.00,0.77,18.00,2.23295593,2.74375343,4.16571045,3.93261647,3.26875901,3.97519922,0.04648220,15.95,0.09453980,0.07479158,0.56840456,2.48665810,5.90841436,9.63202763,5.21599007,1.19137740,3.22300625,2.70561647,-4.58197165,3.22263980,3.94811273,0.04723401,11.35150337,5.46886349,17.32920265,13.24516201,8.88581371,7.00027752,0.95989299,-8.64805412,6.94908285,5.52487278,0.01923653,-1.83202422,4.55676937,3.32618856,0.87900424,-4.46893501,0.62777746,4.33668947,-2.28163791,0.64297903,0.14510056,0.70343496,7.70251083,8.08047390,5.42339849,-1.60817301,5.85873270,-2.63696814,6.86944485,-7.25127125,-1.10628974,0.27848202,0.59783152,-13.93414688,6.86775827,12.75376320,17.54938316,2.77008820,0.28987288,-1.31796432,7.72404575,0.44561151,0.04681096,0.82875876,-2.61210489,2.51725745,-1.09758162,-10.03484058,5.58124638,3.10497260,16.87669182,3.90150857,-1.98931563,0.93646306,0.33345621,1.17299139,1.16310358,-0.00988773,0.00125564,0.97177007,-7.51772261,-6.06016970,1.45755279,0.14740601,0.00,0.00,
0.00,0.00,0.00,0.00,138.00,-7.80036545,1.63595402,2.47613382,-3.62022948,-1.82712674,1.01447916,0.31410808,17.65,0.26115093,0.44537515,0.18124730,3.24034524,0.05138376,7.21101475,0.24917415,-6.48556089,-4.60450649,-8.17872715,-7.64926910,-2.02076817,1.25113857,0.26364071,3.16677928,-3.27632737,12.41643333,7.61885309,0.18432832,-3.88212132,-11.54751015,-13.32615948,-1.08071554,0.11158437,0.73852389,2.66796398,-0.63838553,3.44551563,-4.55196142,-7.95353842,-4.69036531,-7.22523832,-6.63769197,-3.19796276,2.88328767,0.09016784,21.98563194,6.41859484,8.96887684,-9.07407761,-2.00082803,2.83586192,-1.20907927,-14.88628006,5.05883980,4.90604210,0.02701950,1.68686199,19.39501953,16.34695244,-6.40276861,1.01712942,-14.32657814,-3.14754796,0.22716460,5.89711857,6.72727585,0.00965344,-10.26624966,-10.49059486,-10.16116238,-5.81959295,-13.25309849,-18.33290863,1.31262195,7.69040060,-4.00996494,3.09409332,0.07892601,2.31058741,2.11772656,-0.19286083,0.30997720,0.57834937,13.29306889,14.67584610,1.38277733,0.92172217,1.50,0.60,
0.00,0.00,12.00,0.66,154.00,2.70403600,1.69065690,1.24869978,1.91126573,1.88866460,8.01396847,0.00474721,6.49,0.00534798,0.00358624,0.56334397,-0.18675674,2.18293786,2.64163518,3.79142046,2.60675693,1.53180087,2.86549258,0.02432866,1.93220198,8.48799515,0.00366557,3.36546016,2.58191609,2.83079076,5.80023956,3.95800185,3.89392447,4.13644981,-0.38261533,3.27302098,8.73048306,0.00331577,-1.97704482,1.60414100,1.96180105,2.06632948,0.26165462,-0.74427432,1.33286715,-0.26263162,0.53035533,0.45645058,0.49962117,0.84818041,2.66456652,3.94822836,-0.99432272,3.54549479,4.51278877,1.21329069,-1.99346352,-0.30722699,0.12963548,0.71889707,-1.06453252,1.95796466,-0.28930676,1.06902790,1.76610124,0.76692325,4.02409267,1.64003885,-0.68242502,0.64059138,0.42371373,1.27098680,0.16125382,5.85847569,2.32603002,0.30813128,2.68872237,2.06905174,8.51697254,0.93781775,1.24989522,0.26387899,1.83323181,1.82369995,-0.00953191,0.00111134,0.97344103,-0.78541321,-1.40697873,-0.62156552,0.55417210,1.50,0.60,
0.00,0.00,11.00,0.47,164.00,0.91094530,1.08414376,1.40989304,0.17110194,0.89402097,2.87380672,0.09038424,5.13,0.05684733,0.00049311,0.45750923,1.95663917,-0.77200890,-1.36406004,1.47647429,0.97704816,0.65617174,2.62967134,1.82808852,0.92350304,3.13579869,0.07693738,5.19082451,-0.45358747,-1.65836096,3.17662287,3.09112287,2.73943806,6.57364893,3.29898500,2.74483657,10.65488052,0.00119297,-0.72739547,-1.49417067,-0.81872600,-0.23825294,-1.25959063,-1.08825028,-0.61050797,0.20687369,-0.75375253,1.31938636,0.25128895,3.43591809,0.70079410,0.03619481,3.30239749,0.34888643,1.06175280,-1.23232901,1.01832199,0.90915257,1.80811393,0.17908270,2.73842049,-0.99318588,0.55743998,1.37089837,0.98389751,1.11628854,4.66790056,1.08923972,1.23001885,3.35139680,0.06748759,0.95835882,0.31282920,5.89656973,2.92868662,0.83224154,-1.72096729,-3.65857577,1.84907591,0.90355104,1.88250577,0.17040087,1.27255797,1.36170149,0.08914346,0.13902380,0.70966904,0.32379562,2.88695717,2.56316137,7.76571512,1.45,0.57,
0.00,0.00,6.00,0.32,169.00,0.56810439,0.35729486,0.61317933,0.17967108,0.42956239,0.57472968,0.44858785,5.51,0.45329345,0.21078726,0.78968438,0.19736485,-0.63453400,0.58357614,0.67089558,1.49708474,-0.55674338,0.85525018,0.76582861,0.42234033,0.55734146,0.45553302,0.20186627,0.77806354,1.49040103,1.72991931,1.21664381,-0.17169806,2.27737284,1.09898067,1.07769370,1.49188805,0.22264857,0.00294494,-1.09076989,-0.23100744,0.13611484,1.57442153,-1.02530754,-0.27234572,0.51809394,-0.04848192,0.00414205,0.94871203,0.96370447,0.32169023,0.43612358,1.42879736,-0.62912828,-0.43138090,-0.33517396,0.91187280,0.18812847,0.06647508,0.79660051,-3.06585789,0.06103844,1.80157447,1.15927732,0.83440709,0.27019897,1.83138013,1.81303406,0.47410131,0.43003759,0.51214269,3.42978168,1.76273048,1.56488562,0.46246237,-0.38864213,-0.75875616,-0.80689400,-0.85041988,0.43993178,0.37671328,0.53952685,0.87889284,0.98621804,0.10732515,0.26689070,0.60602596,5.62450647,6.10668087,0.48217422,0.33752689,1.39,0.55,
0.00,0.00,0.00,0.23,172.00,1.43830824,-0.00768799,0.92352414,-0.28525040,0.51722354,0.99451810,0.31891381,5.04,0.20219332,0.00282729,0.62583834,0.10215740,0.77267420,-0.67182976,2.51948452,0.76883137,0.83067733,-0.04825633,-0.02297053,0.53134602,1.04973221,0.30585064,2.03835559,-0.05105999,1.02460349,2.45227432,3.72439480,2.34438920,1.88963532,0.56229579,1.74811101,5.74790478,0.01696957,-1.50201058,0.60464436,-1.95436931,2.57769728,-1.35128987,-0.68661714,-1.39771116,-0.47468197,-0.52304232,0.49224287,0.48327725,-1.85344982,2.89997029,-1.94989073,2.94935274,-2.78889823,-0.11598387,1.18427813,-1.46851814,0.27077284,0.16778183,0.68219088,0.80780423,1.41661680,-3.08793545,3.44839573,2.68904853,2.19070673,0.18434046,0.23052709,1.18142557,3.21427488,0.07334344,0.89290792,0.64340800,0.19716899,3.90042233,1.62046063,0.08721208,2.01313210,2.16340542,1.71280789,6.80296230,0.00925566,0.66184497,0.77385259,0.11200761,0.36347759,0.54730013,7.32312107,8.37034321,1.04722250,1.54209054,1.33,0.52,
0.00,0.00,2.00,0.15,170.00,-0.02457138,0.47169676,2.29845166,1.56207001,1.07691181,4.92321396,0.02675175,4.72,0.08937681,0.09466742,0.61322014,0.15184020,1.64423108,1.84121776,2.92540908,0.96897072,-1.05793476,0.50734115,1.34080195,1.04023468,4.61151075,0.03203091,0.00081912,-0.29680032,1.40008438,4.40005493,2.87819362,0.39696413,1.24172711,1.31984580,1.41761112,4.20169592,0.04104004,0.49651384,2.91623855,2.02340078,1.08264911,0.01923079,-2.44293332,-1.04003465,-0.32650933,0.34106946,0.26663157,0.60584424,-1.18261814,2.85244465,2.03065348,1.63548779,-0.12971689,-0.65696996,-0.94261247,-0.31167093,-1.09903288,3.11979938,0.07769455,1.48850024,2.98070836,5.01123333,2.08113718,3.84882784,-0.93437666,0.89722162,2.10766578,0.73288351,1.41074145,0.23525529,-1.10988486,-2.84000874,0.62729669,1.93104696,-1.02173686,0.71461278,-0.70405662,3.10817981,-1.53138578,6.27984142,0.01239222,0.54776055,0.68050069,0.13274011,0.66281688,0.41658641,-0.90945905,-1.93585956,-1.02640045,1.29008508,1.33,0.52,
0.00,0.00,1.00,0.00,171.00,1.94063687,0.90029615,0.58263755,0.50791377,0.98287112,4.29122496,0.03859946,4.62,0.03128243,0.19445714,0.04374538,1.04702258,0.33546293,0.96166074,2.62540412,0.91723651,0.01986652,0.90954566,1.37722325,1.02417779,4.65123653,0.03130175,2.39534640,-0.09312719,1.09339046,4.58351469,1.05173600,0.45257702,1.25351691,-0.94853860,1.22355199,2.34948611,0.12612079,0.65664303,0.72721910,0.77150667,1.69653940,1.73987389,-0.36821851,0.33260924,2.62350512,1.02245975,3.20090246,0.07424422,-0.81138319,-0.66966182,1.27096188,2.11463451,1.73327255,-0.79285359,2.24944425,2.26818776,0.45355058,0.55608606,0.45604159,0.64857727,0.67357910,2.83834124,1.26655149,0.33552858,-1.56905711,-0.49327824,0.60729539,0.08625229,0.02028011,0.88679029,1.99251044,2.42486763,1.71968484,2.34608889,3.92128801,0.47686911,0.63950098,1.52235627,1.41923237,5.57534266,0.01843318,0.48322308,0.62468916,0.14146611,0.92897886,0.33635351,3.43406415,2.28076410,-1.15329993,2.07041097,0.00,0.00,
0.00,0.00,1.00,0.00,154.00,1.09154165,1.06495142,1.36509085,0.81207937,1.08341587,5.31373644,0.02138901,4.57,0.02664834,0.04189014,0.78236786,0.85568339,0.77684081,2.24118614,1.74364233,1.22689950,1.16462553,0.66790235,-0.08463242,1.07401848,5.24527359,0.02224253,2.11099768,1.21189797,4.69225025,3.74065995,1.82733881,1.34714746,1.41331184,-1.02935398,1.91428125,5.41196156,0.02050187,-0.54827285,0.61455375,-0.30957547,0.50026494,0.27276081,0.77267790,-0.42306200,0.45739347,0.16709256,0.10215325,0.74940342,-0.42224672,0.09540074,0.98954511,1.63444161,1.72072124,4.73385477,-0.01839111,-0.17246443,0.17484513,0.08472953,0.77105646,-0.28705287,3.48911691,5.51999807,0.70716304,2.62078857,-0.44316861,-0.53986764,-1.44687891,0.50812232,0.73188245,0.39250762,1.64390504,-1.87599325,1.85580003,3.05191135,4.73431730,-2.52317524,-0.51288486,2.43194103,0.29026857,0.24449036,0.62110556,0.75904512,1.04309332,0.28404826,3.74292731,0.05451654,-3.25967360,-2.48492861,0.77474487,1.09533489,1.04,0.40,
0.00,0.00,1.00,0.00,162.00,0.47648674,0.85593712,0.41166523,-0.31797725,0.35652795,0.91509229,0.33902871,3.63,0.20993732,0.28583518,0.82961553,0.08427774,-0.10396069,0.01595810,0.39360216,0.27970156,0.29368937,1.49012959,0.36401346,0.35217640,0.88951522,0.34586786,-0.44143069,-0.15942542,0.16480786,0.89622754,1.00313091,-0.18476695,1.82777655,0.19151099,0.41222885,0.48023593,0.48872066,-0.22511770,-0.16561446,-0.34718850,-0.25202534,-0.68400723,0.64189947,0.72286081,-0.27971762,-0.07361382,0.02347641,0.87829072,1.21526217,0.03102974,-0.54483801,1.12375903,0.08370066,3.35577035,0.34729773,1.15345442,1.12646878,5.57271767,0.01846065,-0.32734635,0.70889139,2.81038833,1.81009948,-0.57762259,-1.05826497,1.04731321,-1.53020620,0.70613927,2.22325540,0.13630613,1.28778732,-0.70859599,2.66810536,1.52054214,1.02202308,-0.41863623,-1.34955561,-0.17906398,0.84397781,3.22538686,0.07284917,0.97045130,1.19849503,0.22804374,2.27065468,0.13350501,-0.18545751,-0.64057165,-0.45511416,0.90527481,0.99,0.39,
0.00,0.00,4.00,0.19,146.00,0.18305734,0.73684770,0.83062136,1.01689959,0.69185650,2.86639929,0.09079975,3.97,0.15246714,0.10984097,0.90585934,0.19935308,1.03464448,0.74059719,0.31902808,0.86519736,1.36386752,0.95343310,-0.00087111,0.68440622,2.79915977,0.09466954,-0.10616372,1.76109731,0.16188507,1.69984949,2.09648466,2.50954604,0.58465517,-0.91632116,0.97387910,2.50098372,0.11457154,0.25243986,-0.12065171,1.31956553,-0.56071824,0.42278084,0.00247832,0.79791129,-0.74906403,0.17059274,0.09772810,0.75471248,0.05112422,-0.52438384,1.96856713,1.42700112,-0.27094442,1.01311100,3.09721255,-1.23007667,-0.28269973,0.29271472,0.58862366,-0.13915154,2.51513433,1.18987787,0.58692610,1.03323996,1.04351640,0.25368652,-0.13879554,-0.21239136,0.16521533,0.68449886,1.35500264,1.83929622,-0.82238013,0.64204395,-1.66471839,1.05436265,0.89671594,-2.15440559,-0.85063434,2.72427726,0.09919130,1.27495086,1.42611039,0.15115951,0.91569394,0.33982415,-2.19287872,-2.77482104,-0.58194226,0.87302732,0.99,0.39,
