x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,tgt_theta p-val,tgt_theta_first_half p-val,tgt_theta_second_half p-val,0,23,45,67,90,112,135,157,theta all,theta F,sur_theta p-val,0a,23a,45a,67a,90a,112a,135a,157a,theta first half all,theta first half F,sur_theta_first_half p-val,0b,23b,45b,67b,90b,112b,135b,157b,theta second half all,theta second half F,sur_theta_second_half p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,8.00,0.43,155.00,-0.17443047,0.13165644,-0.20529073,-0.38643226,-0.15862425,0.12533809,0.72340002,4.36,0.85498020,0.59495467,0.32943823,-0.03372022,0.17729847,0.65538204,-0.87424600,0.47498116,0.49846157,-0.76465923,-1.56002223,-0.17831555,0.15967655,0.68955156,0.54807031,-0.72111487,0.55025709,-1.55179954,-1.25974965,-0.53949285,-0.71020889,-1.60044074,-0.66055989,0.90108860,0.34306747,-0.40230122,1.15835083,1.22055185,-0.21835563,2.20181084,2.28403258,-0.31760985,-0.80048579,0.64074922,1.16594100,0.28079298,2.19104862,-1.21615672,-0.20204163,1.75005174,0.17989871,1.45461941,-1.88581753,-1.04372394,0.48800862,0.72385406,0.39511510,-0.37383589,0.07175303,0.46797293,-3.07822776,0.75396311,1.88090777,0.36303979,-2.19496894,0.14165212,0.06159543,0.80405000,0.34738925,0.32042083,0.57943422,-0.77834362,-1.08627892,1.79532373,-0.18845226,-2.57320690,0.20307277,0.12843107,0.72015068,-1.58778083,-1.60607719,-0.01829636,0.01440239,0.90460208,-9.36241436,-10.95758724,-1.59517288,5.45380831,1.48,0.77,
0.00,0.00,0.00,0.32,141.00,-0.49226183,0.60797864,-0.14104773,-0.35740969,-0.09568514,0.03157356,0.85900757,5.23,0.94862760,0.20099072,0.25935246,-0.62314785,1.49861968,0.15368642,-0.93348467,0.48012996,-0.76198518,0.86776912,-1.71939147,-0.12972550,0.05859371,0.80878908,1.00108194,3.62181783,1.38307261,0.99523544,1.34961081,0.69401854,1.02267265,-0.81800961,1.15618753,1.80155230,0.18029200,-2.50423622,-0.05405274,-0.28291860,-2.21542716,-0.52113396,-1.32731330,0.92875493,-1.97112274,-0.99343121,2.04649115,0.15322476,2.59090781,2.08289266,0.42367947,-1.03829336,2.65084767,0.35797712,0.67766911,-2.38811803,0.96664011,1.96708536,0.16111186,-2.31298876,-0.01947124,-0.04037050,1.61866653,-1.76755726,-1.41864753,2.74176931,0.16085184,0.21816207,0.10113985,0.75054183,1.41820157,-1.06489038,-0.44658017,-2.65628171,-1.01220000,2.42815495,-1.02486062,-1.24656153,-0.14880565,0.04791799,0.82677755,-1.45209610,-1.41258490,0.03951124,0.07356776,0.78650569,-5.76221228,-6.57447481,-0.81226224,1.10311699,1.52,0.74,
0.00,0.00,1.00,0.00,135.00,-0.69375569,2.65950632,1.14281440,0.96059114,1.01728904,2.67561603,0.10225227,6.05,0.11525039,0.16645378,0.47585722,1.21826637,1.75820816,1.10708380,0.88052028,2.61106110,1.09029317,0.86592633,-1.30387712,1.02843523,2.70493364,0.10039579,2.66618395,2.81009889,1.49366510,2.77857780,3.66766596,1.54220188,-0.63650787,-2.62599111,1.46198678,1.77425921,0.18362001,-0.06826495,0.53885609,0.78939962,0.03030968,1.11156511,0.24483411,2.33250690,-0.25283641,0.59079623,0.67835987,0.41057158,4.60225391,2.43342638,4.13156748,2.38565803,2.57176256,1.78876388,3.61990380,-0.25754088,1.70742834,4.57584476,0.03270163,-1.14570582,2.98843932,0.40454492,-0.05029352,1.90976667,1.42477000,3.14714861,0.00829059,0.13171929,0.02749916,0.86833002,1.56774139,1.91838408,-3.78751850,-2.74041438,0.64026016,-0.30332124,-4.45753050,1.36947179,-1.66509295,4.53303957,0.03352488,-1.10699129,-0.95671254,0.15027869,1.30404174,0.25491335,-5.22093105,-4.41945028,0.80148095,0.66390014,1.49,0.74,
0.00,0.00,18.00,0.62,180.00,-0.19398466,1.56995964,0.33126369,0.90927476,0.65412837,2.32233644,0.12788640,4.18,0.13209097,0.30684488,0.11388406,0.94785005,1.72722852,0.96296066,-0.00367401,1.07540274,0.32833982,0.12526195,0.07747111,0.65510511,2.30745173,0.12911456,0.89018637,2.47476578,0.25124341,-0.23475161,0.45008886,0.55932248,1.05090928,-0.29816255,0.64295024,0.66423804,0.41555638,1.55237985,1.33401561,1.26425946,0.21686922,0.96245903,-0.17198205,-0.47297338,1.61368096,0.78733855,2.97136664,0.08541065,0.63557369,3.45264530,0.74917549,2.18567801,2.24429393,1.85161555,0.18579797,1.23960841,0.64678645,1.37727535,0.24088478,1.80269599,1.04165030,-0.61321491,-0.44838205,0.13727798,0.89070553,-0.67241502,0.70508528,-0.58369249,1.13089967,0.28787658,1.12067854,-3.11136675,0.68582833,-1.27678144,-0.65450150,1.38360310,1.21808016,-0.12182514,-1.11011446,4.20890665,0.04050911,1.29706895,1.61112630,0.31405738,3.28645062,0.07143217,-0.90555733,-0.94771534,-0.04215801,0.00359948,0.69,0.26,
0.00,0.00,19.00,0.70,175.00,0.40754539,1.12516618,0.95981419,0.61818868,0.77767861,1.80662084,0.17925935,5.63,0.16391244,0.04010862,0.08028908,1.95797610,1.47163510,1.06034565,1.94682169,0.06448726,0.32558027,-0.09635741,-0.32914266,0.80016828,1.92312503,0.16586414,4.98375607,2.41220808,2.84082198,3.29069090,1.56919777,0.91591322,1.07353473,1.27220392,2.29479074,4.26012897,0.03966621,1.03702497,0.54391807,0.84332347,1.49554563,0.01767178,1.31468654,0.28966275,-0.06251244,0.68491513,1.78317583,0.18240895,6.00615740,1.61218858,0.41821906,-0.65074790,0.02994338,1.89146960,4.30101633,-4.71882725,0.48689362,0.44328424,0.50571681,3.41612148,0.52813125,1.03031492,-0.63062745,2.93757606,1.41612482,-1.59138024,0.35484907,0.33167899,0.20179795,0.65338461,-4.96714067,-0.22575921,0.44680655,3.50838327,-1.95724428,1.26225376,0.93769211,4.83062649,-0.15018915,0.04312277,0.83554254,1.53474736,1.83813238,0.30338502,2.28733921,0.13209488,7.71345615,9.37287140,1.65941525,3.44736624,0.73,0.28,
0.00,0.00,10.00,0.47,164.00,-0.43378958,0.07582562,0.24293031,-0.26282689,-0.09446514,0.02994868,0.86264638,5.31,0.91012456,0.21309360,0.03748132,0.15007089,0.34901577,1.32919955,0.48214072,-0.11278109,-1.52832174,-1.49650311,-0.17056422,-0.12471789,0.05270164,0.81848058,1.05129695,-0.97858715,0.06809197,0.58065051,-2.35569644,-2.86300731,-3.42906928,-1.54208529,-1.18355083,1.74718010,0.18699277,0.53671718,1.51368248,2.88472247,0.74385697,1.99567544,0.60059518,0.71350002,1.83876693,1.35343957,3.96704102,0.04697994,4.43208170,0.94795352,-1.42387736,-0.55920523,-0.80811203,-1.42478776,2.31921983,-2.89378405,0.37580097,0.29204383,0.58905113,-0.69116491,1.04401040,2.24449611,0.27946302,1.53303885,-0.87935299,-1.03940475,-1.25176132,0.48451644,0.48271960,0.48737726,0.01713023,-1.55808973,-3.59715486,1.58984745,-3.09920311,-0.29173467,2.64652514,1.56730008,-0.19189294,0.07810024,0.77995457,-1.50062501,-1.36972010,0.13090493,0.73016095,0.39390714,-4.62171888,-5.49388123,-0.87216240,1.37856960,1.50,0.72,
0.00,0.00,4.00,0.35,142.00,-2.22949457,-1.81333256,-2.29848790,-3.13109803,-2.36810327,14.35358715,0.00016176,6.08,0.00042434,0.20262766,0.00939382,-1.70483184,-3.22971010,-0.88457090,-3.23202157,-3.18925524,-2.75745511,-1.66970897,-2.55315781,-2.40258884,14.79483700,0.00012852,-0.78322971,-2.13586235,0.39325848,-3.35907149,-3.17502236,-3.20498705,0.76759058,-0.83627027,-1.54169929,2.35459065,0.12571119,-2.44982052,-3.74579287,-1.13184023,-2.85247588,-2.36337352,-1.37364864,-2.79644585,-2.38038182,-2.38672233,9.02443027,0.00280679,-3.62831783,0.54974443,-0.54102093,-3.85742259,-1.27895069,-3.13396549,-1.03973973,-1.68388331,1.32957244,2.74395227,0.09798115,2.32341099,-5.31337643,0.43421042,-2.90705848,-2.93419313,-1.58739197,-4.89216280,-3.36717987,0.86026734,1.17640734,0.27838701,-3.74257469,-3.52657723,-0.64410138,-3.53718853,-0.87134248,-3.45772338,0.89152330,-2.93600512,0.86715329,1.20385993,0.27285308,-1.39194870,-1.21876907,0.17317955,1.38635743,0.24049400,-0.18153737,0.02691001,0.20844738,0.06318872,1.51,0.68,
0.00,0.00,2.00,0.00,131.00,-0.51589829,-1.73261940,-1.83590853,-0.82090163,-1.22633195,2.94412827,0.08654097,6.95,0.10511990,0.12690970,0.67124050,-0.61201489,-2.19406033,-3.08087349,-2.00205088,-1.23519051,-1.72521532,-0.15494007,1.46875012,-1.19194949,2.80674171,0.09422451,0.55888754,-3.31322598,-4.82961130,-4.15428591,-1.90007496,-4.89571762,1.85325098,3.74572706,-1.61688125,2.09128165,0.14893074,-0.66729605,-0.96813661,-1.03409135,-0.45752040,0.03209386,1.64895976,-0.64055425,-0.43333849,-0.31498545,0.11516120,0.73449523,-1.44014764,-1.81451643,-3.66570354,-1.78128576,-0.98271066,-4.85054302,-1.38703930,2.46780610,-0.81536031,0.79296666,0.37344907,0.69106704,-3.10221386,-7.12946701,-1.99201560,-3.94491339,-1.93347371,1.30370879,2.84002495,-0.97108585,1.14787114,0.28429032,1.30305886,0.97851431,-3.15387511,0.86503434,0.39209563,0.55119509,0.09325277,-6.34933138,0.18621522,0.04265590,0.83642255,-1.11803281,-0.86973906,0.24829374,3.33011341,0.06959261,-0.80201006,0.95450509,1.75651515,3.04080725,1.51,0.68,
0.00,0.00,12.00,0.55,143.00,0.61368936,0.36870092,0.41695324,0.45122501,0.46264213,1.07388461,0.30035336,4.34,0.33072922,0.28235721,0.22448647,0.70821416,0.11211645,1.12120938,0.49178407,0.76879221,0.97891110,-0.17747261,-0.26561692,0.46724221,1.09709585,0.29519225,1.61677551,0.48754299,1.92169547,-0.06043542,0.24296521,2.83953500,-0.97873455,-0.22530961,0.73050433,0.95755625,0.32839927,0.94796753,-0.49559316,1.01541126,1.35088670,1.54184937,-0.06540276,1.10945940,0.43117106,0.72946864,1.80310166,0.17998886,0.90261638,-1.12718570,1.48236191,0.05176393,1.29081583,0.18772629,3.15319061,-2.80458879,-0.06417424,0.01272432,0.91021326,-0.53172505,0.68579155,-0.43650866,1.82720232,1.61969173,0.84373665,-0.08872595,-0.62135714,-0.05106236,0.00798460,0.92881894,-1.57600367,2.26713848,-0.70264804,2.27217054,-0.73011214,1.16219378,2.68073392,-0.99901265,0.12119049,0.04651033,0.82930101,1.17057836,1.50556242,0.33498400,3.53503728,0.06161529,1.14478493,2.23023057,1.08544576,1.25325811,0.87,0.29,
0.00,0.00,15.00,0.66,130.00,-0.39600837,-0.52484703,-0.08216130,-0.47409278,-0.36927736,0.45203063,0.50154810,5.34,0.51944193,0.21694260,0.77811664,-0.57591581,-0.82617688,-2.07951212,-0.06325766,-1.31830633,-0.07926148,1.38259435,0.71726263,-0.35532168,0.42389452,0.51517028,-1.69139671,-1.52270913,-4.94354296,0.11196434,-3.18771744,-1.03695488,1.05938339,-0.37060809,-1.44769776,2.17412519,0.14114184,-0.48259401,0.16371982,0.34046921,-0.54554808,-0.37944826,0.91932762,1.36808193,1.57290673,0.36961436,0.38498861,0.53524746,-0.96460605,-2.14970136,-2.02957654,2.60204959,-0.85937440,1.39215374,-1.64761591,-0.62079388,-0.07613431,0.01171646,0.91382804,-2.32117915,0.92214119,-0.51339710,2.73691010,-3.89019513,2.36924267,0.71986771,0.16270664,0.41824621,0.35938030,0.54900561,0.00584709,-4.25601006,5.25911236,0.52532202,2.52171469,-0.45074102,-3.44400573,-3.43197274,0.12584858,0.03393247,0.85389316,1.68534470,2.01261163,0.32726699,2.31946659,0.12942646,-2.65554643,-2.40775466,0.24779175,0.07016400,0.85,0.30,
0.00,0.00,0.00,0.77,196.00,-0.21943976,-0.07126869,-3.43562889,-2.21102667,-1.48434103,2.41548300,0.12049923,9.29,0.23558738,0.83469947,0.63031849,3.23214889,0.23073153,-4.04062271,-1.82071483,-2.91230369,-4.59177399,-0.80022222,-0.32781163,-1.37882102,2.11728287,0.14600175,3.61703968,3.18339992,-6.20893240,-3.95250344,-4.92483187,-4.53247690,2.64008307,4.26501846,-0.73915046,0.15935771,0.68996320,3.61541510,-1.28054035,-0.72314501,-0.59499520,-1.29267740,-2.77804613,-1.95665324,-0.50964570,-0.69003600,0.80636227,0.36965967,3.03512669,0.09912128,-4.87048674,-0.40004161,-5.32518482,-3.18619013,4.05886459,5.25066471,2.24059343,3.38662076,0.06606565,9.48725319,-3.17253280,-3.07543755,-8.22625446,-2.48544717,-8.45783043,-5.37191200,-6.92454052,-1.36533988,1.29647517,0.25516937,-2.67961335,-2.64341903,6.30009890,-4.21116018,2.60338402,6.47117424,-8.01877785,0.76180595,2.07996273,3.03979731,0.08159688,2.29895306,2.52815986,0.22920665,0.68395680,0.40926496,25.24432373,25.21709061,-0.02723226,0.00019964,0.82,0.30,
0.00,0.00,11.00,0.51,159.00,-0.41658685,-1.04468954,-1.50939250,-0.19821058,-0.79221988,1.93676913,0.16437023,5.54,0.17712437,0.01294354,0.23174302,-0.75278282,-0.66046679,-1.67894578,-0.91633153,-1.89717031,1.17772663,-0.65855753,-0.51598072,-0.73781359,1.68656492,0.19439499,0.03744206,-3.05146265,-2.46263194,-2.27862239,-4.35062599,0.23468968,-1.42052150,-0.87570298,-1.77092946,4.20874500,0.04087168,-0.08981860,1.83920407,-0.87504250,0.14288501,-0.45733112,2.60191607,0.92542756,1.71104097,0.72478521,0.92573798,0.33646972,-2.49418259,-2.54897976,-4.44277477,-0.37109637,-3.32994270,2.55907035,0.87741244,0.91392171,-0.89205015,1.51248419,0.21909060,1.11818802,-1.82477522,-2.89430666,-5.21201372,-0.68294728,0.24523807,-2.69945884,0.08419791,-1.29758680,3.20963693,0.07355081,-2.11081624,-0.09298901,0.68483710,-1.69051778,0.66744548,0.44149861,-2.44046903,1.19467378,-0.19327870,0.07196514,0.78855990,-0.75845915,-0.46519253,0.29326662,3.40802550,0.06643579,2.46840906,2.77582669,0.30741751,0.06235074,1.50,0.72,
0.00,0.00,5.00,0.40,138.00,0.44879341,0.82996041,1.32073092,-0.57153767,0.50698680,0.76604778,0.38168050,5.63,0.25107842,0.13094040,0.48255824,0.20471554,1.87203622,0.05607352,1.71213031,0.29130840,1.51349568,-1.12622344,-0.72614914,0.47467339,0.67486024,0.41158498,0.83278066,2.32682300,0.60370231,3.45843506,1.67292190,0.73013949,-0.13691911,-0.08765106,1.17502904,1.58885527,0.20823010,-1.14612257,1.23257232,-0.94214648,-0.07094841,-2.37779069,1.61280155,-2.41166162,-1.86878145,-0.74650961,1.02610099,0.31159960,1.14121807,3.30283856,0.44327763,2.78491306,-4.25186348,1.99364889,-1.23588049,1.10620308,1.32833159,3.22780371,0.07274214,1.09197426,1.37437177,2.12924480,2.83630705,3.08788586,1.39706576,-1.49370515,-0.12877364,1.88704324,6.51294422,0.01087793,2.93154454,-0.49785742,1.63035572,-1.38540125,0.63201284,0.28424409,-1.54538572,2.15101957,1.07679784,2.16034889,0.14197158,-0.70712292,-0.40938380,0.29773912,3.80794549,0.05248014,-6.68740606,-5.24295187,1.44445407,2.55757713,1.51,0.68,
0.00,0.00,2.00,0.22,138.00,0.94173473,-0.49750480,-0.10510832,0.09060930,0.10743272,0.03196921,0.85813626,5.84,0.84317270,0.61872953,0.14374365,-0.99658674,2.06094575,-0.17017101,1.87390685,-1.71867204,-2.09039235,1.52693403,0.41837028,0.11304183,0.03637398,0.84878929,-1.75227630,1.00771523,-1.84358656,3.75888658,-3.34529471,-3.20248652,4.02558565,1.13328958,-0.02727089,0.00083382,0.97697799,0.87941730,3.79826498,1.74398470,0.46904016,-0.40256631,-0.93825269,0.46353641,0.48340207,0.81210333,1.15462983,0.28313574,-5.24224520,1.87954390,-0.12625784,1.24568737,-2.57312942,-2.67693400,1.39774513,1.11873055,-0.54935777,0.51341933,0.47385337,-0.26701087,1.23845637,-3.42784691,2.48103619,-1.32577956,-4.11437321,3.51012039,1.42436957,-0.22657438,0.08859607,0.76604018,-0.70681900,-0.68584609,-0.63172460,0.59155095,0.96830297,4.97069836,2.27087760,1.02618623,0.77458787,1.04286432,0.30743818,-0.59167486,-0.29474866,0.29692617,4.35094213,0.03832391,0.49809441,1.37342691,0.87533247,0.96609539,1.51,0.68,
0.00,0.00,5.00,0.33,125.00,0.59118378,-0.12446230,0.59185082,-0.25139624,0.20179403,0.25162369,0.61605914,3.91,0.47142973,0.62076750,0.45628084,0.08805925,0.42632380,-0.05436083,-0.00679800,-0.68575382,0.69978768,0.62293583,0.27563772,0.17072895,0.17938146,0.67200896,0.42307857,0.20119190,-0.05742826,0.97150916,-1.15059936,0.39051202,1.45904756,0.45548764,0.33659989,0.30549228,0.58077063,-0.48664364,0.79483032,0.40450975,-0.70663857,-0.00495360,1.46492457,0.15623662,0.47677529,0.26238009,0.22568366,0.63496459,0.38960555,0.55912632,-0.80720180,1.04822838,-1.78792238,1.06034112,-1.23991847,-0.64863104,0.08698034,0.02849229,0.86599561,0.97544932,0.35373706,-0.19549368,-1.30922925,0.60383421,1.70853341,1.92270756,0.72643125,0.83363044,2.63441014,0.10493067,-1.83212435,0.56621635,1.80760658,0.46126610,0.67760557,2.34841609,-0.15109627,0.76922393,0.85175329,2.80878735,0.09410605,0.71872896,0.94752175,0.22879276,1.89364576,0.17041106,0.26354554,-0.97803593,-1.24158144,2.33315587,0.00,0.00,
0.00,0.00,7.00,0.43,94.00,0.03968370,0.87008828,1.04960692,1.74287474,0.92556340,4.60050869,0.03223474,4.20,0.09494802,0.33328619,0.12247349,1.33426273,1.03725958,2.68116069,1.08886135,0.10312819,0.78192163,-0.56386864,0.92163360,0.92304486,4.60674000,0.03211966,2.11385655,0.84739810,4.15721750,0.78554630,-0.10979612,1.66058993,-1.40861201,1.00830472,1.13181317,2.24858522,0.13453140,1.41136754,0.95021611,1.35616148,1.47782242,0.67765760,0.07364472,0.02377355,0.65675205,0.82842445,2.86307669,0.09129962,2.07399464,0.62634778,2.29837155,1.77134836,0.70321423,0.52164596,-0.53129679,-0.53049815,-0.88333094,2.54405022,0.11107116,2.61157560,1.53460276,4.75487947,-0.20486058,-1.26200545,1.11494422,-0.13694526,-0.31289628,-0.69760323,1.62665641,0.20250426,-0.58968496,1.08149505,-1.66482687,1.26899242,-2.54874516,0.64872700,0.93242127,1.43074918,-1.68816733,9.61325455,0.00199358,0.72738850,1.04702687,0.31963837,3.11841583,0.07901806,3.21385026,3.81000352,0.59615332,0.42210898,0.97,0.31,
0.00,0.00,0.00,0.56,127.00,0.53170705,1.11932027,0.52502739,0.77777654,0.73845780,2.42483330,0.11978427,4.61,0.08225435,0.04352215,0.62657516,1.50478363,0.13594282,-0.31395167,1.19637680,1.98448908,1.53453374,0.71440768,-0.38420305,0.79654741,2.85401464,0.09150070,3.10197377,-1.05926383,0.24220210,3.19900322,4.53905869,2.36213374,0.97527623,-1.01009035,1.54378664,3.10441089,0.07885006,0.66182899,0.32708782,-0.38343382,-0.18090813,0.22535563,0.89328903,0.85995930,0.32365444,0.34085417,0.49684530,0.48124019,2.04252744,2.06029058,0.89180899,-1.40611100,0.16787632,1.29896820,3.22083688,0.49849579,0.33358997,0.30097473,0.58341179,2.64337969,-0.88568759,-4.63754797,1.82016516,2.99254441,1.45506597,1.83362651,-0.45902041,-0.29926711,0.25021300,0.61705077,1.55969107,0.95893186,-2.13372684,2.14936256,-2.15443277,-1.39656413,3.23112535,2.54468250,-0.23610888,0.15720566,0.69183890,1.23848665,1.57814896,0.33966228,2.38740587,0.12398041,-2.79437804,-0.38617799,2.40820026,5.15057230,0.94,0.31,
0.00,0.00,14.00,0.70,139.00,0.27629396,1.58399272,0.96308386,2.15185618,1.24380660,2.47545695,0.11599405,7.69,0.18616214,0.08894840,0.37462787,1.38081133,1.76897144,3.47887540,1.71528363,3.59942293,2.15485764,-1.75375772,-2.14646435,1.27474999,2.66302896,0.10306316,2.94158196,1.79563439,9.11286068,4.95394516,8.04908657,3.76570082,-2.94407392,-3.77609921,2.98732948,4.62545633,0.03210398,1.28796268,0.10207678,-0.51456708,0.39743000,1.21799362,1.45652914,0.00345037,0.67181134,0.57783586,0.53396934,0.46530849,-0.27189621,2.83812857,3.37764645,-0.13353644,6.60934162,-0.48553485,1.68674433,0.00571333,-0.51731098,0.26064742,0.60980434,4.79514790,0.21761610,0.73182291,-1.28593457,4.41436863,1.62944949,-4.23773003,1.24766433,-1.17758930,1.37142968,0.24188484,0.16500512,2.08330774,-2.23270941,-1.02189040,-5.21551275,-1.05789924,6.01597643,4.60462761,-1.83857727,3.42970228,0.06436993,1.85472059,2.10507131,0.25035068,0.78229308,0.37755863,3.00189614,3.62417698,0.62228096,0.19236079,0.91,0.31,
0.00,0.00,18.00,0.84,32.00,4.67355728,6.59168482,6.16903639,0.55179250,4.49651766,2.92919850,0.08734184,25.55,0.04583191,0.39119451,0.04731834,1.77466369,6.80493879,6.90455341,7.01124907,7.06568146,7.70550728,0.70583171,-2.94826794,4.37801981,2.78010297,0.09579824,2.32057786,6.84136200,10.84751701,13.07706642,11.60059929,4.75914145,-9.90907383,-12.48419952,3.38162374,0.44277218,0.50617386,3.36855984,6.06262970,0.22726899,4.17925501,4.39986563,7.17253542,6.36714411,-0.31240565,3.93310666,2.62313652,0.10598970,13.57441521,11.41858768,-10.02273846,6.05631399,9.70624638,20.55553818,10.61582565,-8.47004795,5.82442999,3.02045798,0.08257165,-9.84537697,9.14499378,7.79828787,10.40776157,18.59607506,8.08396626,-2.24406481,5.33432770,5.67370892,2.87671471,0.09022451,-1.19761467,-0.39065138,-4.91827536,21.75203896,-7.16333246,3.31190538,22.66276360,4.65197420,3.98285675,1.45609665,0.22787797,1.72096038,1.81201398,0.09105363,0.06293152,0.80219223,22.32036591,23.18248749,0.86212146,0.04688353,0.82,0.30,
0.00,0.00,12.00,0.51,161.00,-0.69498962,-0.34366655,-0.16113177,-0.03888018,-0.30966702,0.38781926,0.53360872,4.84,0.45209918,0.93725055,0.21365455,-0.38564098,-0.96981573,-0.49185482,-0.46708649,1.31864583,-0.29311222,-1.08972025,-0.08944542,-0.30850378,0.38669741,0.53420176,1.26794040,-1.83427489,0.73031086,-0.04470379,2.48561597,-0.46846110,-1.20032394,0.90684474,0.23036855,0.08287179,0.77359294,-1.17693126,-0.63361388,-1.41929746,-0.70929307,0.67955148,-0.30463991,-0.69903129,-1.56998587,-0.72915518,1.28103077,0.25828706,-0.96591806,-2.23273158,2.08855343,-1.82990110,0.75739855,1.13224971,-1.24079430,-0.12594180,-0.34399304,0.29163375,0.58931273,-0.06531245,0.16197316,-2.81806040,-0.26814196,0.87353379,-3.12988758,0.33677399,3.84197617,-0.08941594,0.02010997,0.88726299,0.61996669,2.92637396,-2.19724393,-2.15082002,-1.60237730,-0.99337584,-1.12315547,-1.56210423,-0.66206402,1.11504948,0.29127806,0.09339245,0.46413916,0.37074673,5.12278461,0.02474440,2.94662833,5.02864170,2.08201361,7.89319515,1.47,0.67,
0.00,0.00,7.00,0.41,149.00,-0.07510725,-0.51684475,0.09840055,-0.68190569,-0.29386428,0.46941173,0.49343774,4.17,0.46838658,0.75668804,0.63142167,-0.39646855,-0.01814220,-0.67446595,1.64107168,-0.45608202,-1.49641335,-0.52195913,-0.33759072,-0.28250629,0.43858248,0.50798102,-1.07076132,-1.18430758,-0.68877470,3.39105272,0.32292321,-2.72129202,1.13320720,0.05133862,-0.09582674,0.01621219,0.89874598,0.11938139,0.89979547,-0.10937413,0.35253164,-0.29875398,-0.23244822,-1.43168139,-0.90504408,-0.20069917,0.17621531,0.67483877,-1.86442614,0.15076469,-0.86728871,-0.50305980,0.95156342,-1.31127656,0.64634728,-1.15044022,0.19530690,0.12553366,0.72319387,-0.17428741,1.90494764,1.03157055,2.49033046,-0.27047750,-3.35670877,-0.62437969,-0.57148957,0.75366211,1.91939723,0.16627577,-1.78617859,0.03836935,-0.66335994,0.84227645,-0.55442005,-1.55655801,0.93743658,2.35734510,0.62562937,1.33290172,0.24860450,0.10502186,0.44453123,0.33950937,4.71537495,0.03113331,0.89664143,2.79787946,1.90123808,7.20527124,1.48,0.63,
0.00,0.00,3.00,0.24,145.00,0.29372251,-1.47400153,-0.11756450,-0.59814513,-0.47399715,0.95723265,0.32815307,4.71,0.35236512,0.86545862,0.48200758,0.66334587,-0.56077242,-0.44900423,0.23390363,-0.64636201,-1.92618585,-1.67532825,0.46693215,-0.48668388,1.01111817,0.31491183,2.30674243,-1.40669429,-0.73566824,-0.16263554,1.00728261,-2.24961877,-1.63083017,0.97729987,-0.23676528,0.10315884,0.74824035,-0.68080550,-0.05546310,0.06014238,0.36306846,-1.03347170,-1.19027746,-1.75968766,-0.51061291,-0.60088843,0.84271270,0.35909494,-0.14483924,-1.54447639,-1.10869038,-2.42465734,-1.56385887,-3.94594455,-0.68325865,-0.22958274,-0.81942970,1.73782218,0.18775959,1.68263936,-1.54967558,-0.29974529,1.79276681,0.04546965,-2.08826351,-1.74411666,1.55961466,0.52311009,0.71830404,0.39693228,-0.92939883,2.22108483,-1.70881081,-1.24839890,-0.28071079,1.88921845,1.36611021,0.87493664,0.84723270,1.91697884,0.16654265,0.10014009,0.37207955,0.27193946,3.56622267,0.06049009,0.30544126,0.23897004,-0.06647123,0.00633586,1.48,0.63,
0.00,0.00,1.00,0.00,138.00,-0.57634550,-0.19413728,-0.89614499,-0.40648818,-0.51827896,1.00274909,0.31692055,5.03,0.35794620,0.85554169,0.25033218,0.30736527,-1.05976379,0.23512955,0.29553512,-0.62794936,-2.44513512,0.02890413,-0.58158022,-0.48093683,0.87183356,0.35070461,0.59864944,0.33422631,0.55193418,0.11367743,-1.30965877,-1.54805517,0.05160389,0.16086756,-0.13084438,0.03230693,0.85744739,-0.68075770,-2.64150620,0.45040226,0.52559978,-0.25485492,-2.94428778,0.15205739,-0.93705821,-0.79130065,1.13016510,0.28828836,-1.28593576,-0.41816607,1.35023093,-0.72105902,-0.76612985,-1.50096416,1.91975093,-0.37665966,0.23924696,0.12956928,0.71896581,0.98327440,-2.47049236,-0.82859850,-1.20246875,-0.86874038,-3.21747804,1.41469336,-1.10649812,-0.50772423,0.59201252,0.44184935,-1.26409161,-2.76139855,-2.47887826,-1.21448922,0.70024663,0.36480430,0.40239453,2.23207808,-0.21880989,0.11200897,0.73794855,0.02177583,0.24747837,0.22570254,2.77074933,0.09764943,-1.73422337,-0.87857634,0.85564703,0.98037541,1.52,0.60,
