,x,y,z,d,scale_xy_dist,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur.1,ctr,ctr-sur,ctr-sur F,loc p-val,polar_angle,eccentricity
35,98.41,40.6,2.0,0.24,21.57,82.0,2.10336733,4.68328381,3.49875379,2.25043178,3.13395929,13.43631744,0.00026215,8.11,-0.88327771,5.62458992,-0.56213486,2.0082128,-1.72357106,4.6375618,4.04960346,4.26398754,2.17687154,9.5381012,0.0,14.46264362,2.83795118,10.45492935,-0.3166362,1.9433198,4.04078436,-3.53752041,7.2577219,2.40602946,4.83964872,0.0280839,3.39188218,-1.04348731,5.89346552,10.30079842,-4.34754181,-0.48205736,3.90780973,8.97834492,0.98999679,0.83635604,0.36070315,1.18490803,-0.6772067,1.05645788,5.95479488,1.78195632,5.8732543,-2.89671659,4.80616951,-0.11611015,0.01121111,0.91570079,-0.1305038,-2.79447746,-2.66397381,100.00917053,0.0,2.35,5.07
36,99.21,40.47,4.0,0.26,20.67,85.0,-1.70533144,2.50681329,1.92807281,-0.04047649,0.67226952,0.54038525,0.46247636,8.68,-0.89935338,3.48861957,-4.58185863,2.17074394,-3.23372149,1.40799761,3.55309772,4.45208883,0.79470176,1.11129403,0.29,11.426754,-1.29298425,4.23418522,-0.74471754,7.67443991,2.76270032,-4.67232275,0.50318766,2.57435274,4.76765442,0.02927503,1.49180841,-2.90436482,8.34856319,5.09958839,-7.1952734,1.04254997,-0.17092095,8.41574478,1.67325974,2.0828712,0.14933211,-1.47140372,-5.80031633,2.14058328,0.33454165,-3.62710977,3.04197335,-8.91149044,1.90895271,-1.5409857,1.75709164,0.18534765,-0.13081612,-3.05501819,-2.92420197,112.11322784,0.0,2.35,5.07
37,95.23,44.17,0.0,0.58,21.63,70.0,0.81289023,-0.1519715,-1.14127278,1.89665401,0.35407498,0.0944011,0.75873034,10.94,-3.79515672,-5.22003365,-3.32898951,0.44561577,3.46610045,1.25863206,-1.05151153,0.12727511,-1.01225853,1.12248087,0.29,-9.32035351,6.12030029,-8.90683842,-4.88201952,3.48078442,5.17075109,8.68954468,1.81668293,-1.84912312,1.55728495,0.21241053,2.6931603,1.01700521,-2.93583512,-6.16351461,4.70153666,0.48879537,-1.85808003,-6.11509466,-2.94143462,3.95212078,0.04713617,-1.20822644,1.37719119,14.05902863,3.17638564,-5.91955948,-0.58009809,6.55301142,-9.12961674,-1.04355097,0.51997894,0.47105107,1.44701588,-1.34133804,-2.78835392,9.52783775,0.00225264,0.0,0.0
38,95.81,43.43,13.0,0.52,21.55,64.0,0.83527744,4.77621651,0.14000463,0.82377762,1.64381897,2.03800321,0.15377905,10.93,-0.70471752,-2.16103888,9.88092899,1.36949229,-3.99341583,4.00823402,1.2123667,1.39719069,1.3761301,2.11486745,0.15,9.80425835,6.16199923,6.61770535,7.96316433,-1.85304749,0.76647151,3.4229784,4.38729239,3.94028783,6.89258051,0.00881262,3.59622574,-4.01454067,5.44321585,-2.32655144,-2.26928091,-6.89831161,2.32809496,4.95879793,-0.879803,0.35612506,0.5508268,21.61983299,-6.77327967,1.80180693,-0.420241,-6.76480341,3.48332524,0.00508788,-3.03632832,0.19317122,0.01826257,0.89253427,1.35905862,-2.16817546,-3.52723408,54.86458588,0.0,0.0,0.0
39,96.08,42.72,10.0,0.45,22.02,73.0,-3.10294247,0.71517462,-2.00733662,-1.01002955,-1.35128355,1.14620686,0.28464922,11.98,-7.33872175,6.73867464,-4.70357752,3.41610336,0.49422911,1.19541931,-4.84327221,-3.24504972,-1.03577435,1.00660992,0.32,4.5843606,-1.63926589,12.2229166,9.43653488,-0.00382801,-10.08878899,-8.6215086,-5.12049294,1.43815804,0.793872,0.37318671,0.09578749,-11.15751743,3.44416618,-4.72571325,-3.1657064,-10.4426384,-1.26550436,10.68187141,-1.20376515,0.56583291,0.45213005,5.63742876,-11.86279392,2.23949718,-2.32337618,-7.74940348,3.6031611,-6.86732721,-4.75401449,-1.8725003,1.36373091,0.24322289,0.66097867,-3.00481153,-3.66579032,118.13179016,0.0,0.0,0.0
40,96.53,42.72,9.0,0.39,21.29,72.0,-0.30805451,2.83747339,-0.8832311,0.88851744,0.63367629,0.18588732,0.66647141,13.95,-5.36407614,10.95628071,-9.70656967,0.89909267,-3.2555995,0.92343891,1.61549985,4.96045351,0.12856501,0.01167798,0.91,2.07203889,4.33177137,10.04522038,14.11563873,3.20366383,-8.79366875,1.54193485,-7.80613899,1.76594353,0.87057149,0.35106493,4.26924181,-16.753582,10.55728912,-4.00310755,-5.72522402,-12.89243317,6.43266821,11.49926567,-2.02460361,1.20960677,0.27172473,10.86624813,-15.34637547,12.24929142,-5.46478367,-11.14768505,12.32327652,-2.09202266,0.06460979,-0.71382946,0.15213084,0.69660607,0.20081699,-3.16811848,-3.36893535,124.73454285,0.0,2.35,6.0
41,96.49,41.7,0.0,0.37,22.77,71.0,0.71404201,2.48756599,-1.06591165,1.64346862,0.94479126,0.84524691,0.35816189,9.75,2.02478123,-5.67544365,-3.19797039,-0.36589783,1.6728965,-2.19284081,5.20182037,1.77113497,-0.09518996,0.01265667,0.91,-2.40846014,4.79587269,7.49961042,8.68804646,-4.92849398,-5.77441931,8.04239178,2.40425134,0.77522457,0.34361684,0.5579062,1.94755197,-10.57814407,3.58997416,-2.6468997,7.92205715,-5.95817757,-3.77312708,1.99552727,-2.68072295,4.22740173,0.04008443,9.80641365,-8.80471325,6.05952168,2.52256417,-6.08836317,3.35326195,4.47657156,-2.76608348,-0.76075423,0.34567708,0.55672833,0.01179133,-2.88283753,-2.89462876,100.9568634,0.0,2.36,5.81
42,96.49,41.13,0.0,0.38,23.57,68.0,-0.75338989,-1.70424497,-2.50451541,-1.78387201,-1.68650556,2.75352073,0.09741028,9.64,0.06401929,-3.7173028,1.79070866,4.87952709,-3.18199754,-4.91692066,-2.03873682,1.18716478,-0.74169225,0.78461576,0.38,-12.53579521,5.69612789,-4.54427242,6.35460949,-6.31284189,-6.75142288,6.5529604,-2.77170801,0.06219909,0.00227611,0.96195983,1.70815623,-7.76567984,1.15342891,-2.38677478,-4.42423773,-5.20648956,-0.1941708,-2.5567205,-0.83032012,0.40452504,0.52493458,8.07862663,-10.14097214,3.77503228,-0.81791407,-6.19185019,-0.3303819,5.74145699,-3.5307703,1.18200302,0.85089326,0.35656431,0.36297312,-2.03442168,-2.3973949,56.77245331,0.0,2.36,5.56
43,96.99,40.69,0.0,0.4,23.47,71.0,5.44261312,-0.4054808,0.91918331,3.16079402,2.27927732,3.0704205,0.08009026,12.34,7.81593084,-3.51164389,2.76736379,0.53380674,1.23006868,-0.93663085,-1.09782875,-1.94082057,0.60753077,0.31269145,0.58,-18.18996239,9.60672188,-9.98483086,3.95565271,-5.55452347,1.08496046,12.72035503,4.76048756,-3.49450636,4.49201441,0.03434596,5.91506433,-0.18631619,-0.38897872,-0.45025733,10.88667297,3.32482171,1.02798915,-10.68066597,-2.01390314,1.47095048,0.22553635,4.88436174,4.75435305,10.66477871,5.86252689,2.50090408,-2.43361449,14.63423157,3.69771266,2.23827529,1.81690192,0.17804545,1.00254035,-1.05447948,-2.05701995,31.17323875,6e-08,2.36,5.56
44,98.07,41.12,9.0,0.44,21.24,78.0,4.68068933,0.80581945,3.99670362,4.38435841,3.46689272,7.16535854,0.00757602,12.29,9.74193573,3.21681046,4.70661497,-6.48210716,0.24980612,-6.81396723,5.82887411,-1.9318105,1.06451952,1.02564228,0.31,-19.20152855,7.66316223,-5.98649359,5.59345198,-3.19523978,6.85376453,9.20029449,5.77681589,-3.72107244,5.10988808,0.02404477,5.58656311,14.17217445,-3.06100249,-1.21037495,12.75472927,12.25984097,3.15901971,-10.09374142,-0.05909375,0.00130604,0.97117991,-3.62924242,14.80859852,-4.05482721,1.89361155,14.8036499,-2.66307926,9.42865467,3.51083994,0.0246133,0.00018542,0.98913878,1.45484781,-0.64268935,-2.09753704,30.50081444,8e-08,2.36,5.3
45,98.41,40.6,7.0,0.47,21.57,71.0,7.6618762,3.93881345,5.59194899,4.81422663,5.50171614,40.23742676,0.0,8.23,6.09503317,5.29582644,1.60265267,6.33414888,3.57416701,0.67309618,1.27050531,3.3640244,3.5261817,23.28547287,0.0,-6.41802359,11.84517384,-4.11124372,3.53682494,5.55742645,6.47398615,10.86740685,5.7334981,-0.75945067,0.47306183,0.49177159,7.92212296,6.71517086,12.45622826,2.33309579,9.0226469,5.82660389,2.37924457,-1.28742349,0.75719076,0.47011593,0.49312279,8.27754211,5.93982649,8.6744318,6.44667721,10.82653999,5.73176098,12.73656082,3.15538669,2.83739066,6.54072905,0.01071757,1.62888944,-0.84784126,-2.47673059,47.43751907,0.0,2.36,5.03
46,99.21,40.47,9.0,0.49,20.67,87.0,5.68032789,3.27086568,5.24399996,6.5625391,5.1894331,16.22552109,6.128e-05,12.23,0.74901372,-2.78177524,-6.46905375,3.77154565,6.67019987,10.86437321,3.68117857,-4.3731184,1.51404548,2.08330393,0.15,-5.92165184,10.15041733,-2.82543492,0.37518236,4.34781122,12.41858768,5.65460587,3.60487628,-3.32855773,3.97699046,0.04644836,0.76739419,19.09192848,1.7866751,6.24794102,8.00242233,9.99713612,1.88685966,-6.17550945,-1.16338778,0.50851321,0.475981,-6.61236429,14.59581661,-1.53913248,3.80416393,17.2237072,-0.839773,13.00517368,2.36224198,-1.15495503,0.51169169,0.47460599,1.69437921,-1.15212083,-2.84650016,63.64409256,0.0,2.36,5.03
47,100.55,39.68,10.0,0.45,20.33,68.0,5.07749319,1.77848077,7.29228067,6.58426905,5.18313074,13.92554283,0.00020287,13.18,6.71368456,7.06279278,-4.20817566,3.52251816,-2.06447291,4.11285067,-2.08782649,0.21547422,1.65835571,2.05044794,0.15,-10.28808022,9.63050556,-0.8994329,-0.72786856,6.23697615,10.79580879,1.45174778,-1.4325881,-4.97146749,7.63501072,0.00584964,6.68417597,10.53065872,6.2879343,5.84072018,14.42623901,18.05285835,6.93444681,-7.99160337,1.09563756,0.38596192,0.53459801,5.4860568,10.72296619,5.13673878,-2.8258419,12.24161339,-7.73654985,13.32789803,3.90367103,-1.64200997,0.87046182,0.35109526,2.46286702,-0.41649336,-2.87936044,111.04914093,0.0,2.42,4.51
48,95.81,43.43,18.0,0.7,21.55,63.0,6.755023,7.66725016,12.6219244,5.02939606,8.01839828,15.2266264,0.0001029,19.5,9.5892334,8.70526886,9.14637089,-0.2763254,2.41540504,14.22906399,4.28812981,4.79184961,6.61112452,14.88429832,0.0,21.31565666,-1.68009448,15.30155754,-10.63544559,18.70329857,14.83067608,-2.01934266,7.85908365,2.72945261,1.0634594,0.30272397,10.15789223,21.3225956,11.07853031,17.58850479,9.36600018,20.9275341,23.18680954,-10.4756155,7.97661686,9.32564735,0.00233089,-10.24393749,14.25781727,9.73549938,14.29865551,22.78904152,1.67425728,-6.22268152,7.36235809,1.48592234,0.32573476,0.56833393,-0.1694591,-4.62998104,-4.46052217,69.83503723,0.0,1.29,3.74
49,96.08,42.72,17.0,0.69,22.02,59.0,6.843297,7.95718241,14.22292995,6.27836943,8.82544422,22.14325905,2.95e-06,17.8,-1.27500248,-3.18251777,7.29398584,17.04713249,6.94971609,11.57365227,18.73392868,-4.01726437,6.64045382,19.06324005,0.0,13.15686512,7.81321287,4.64605808,-14.09531212,16.71437836,21.64013672,2.10658431,16.96483803,1.91554606,0.63497216,0.42576223,1.53985012,22.11190796,5.2285099,20.79009628,17.2641983,25.16578674,21.57968712,2.0488584,8.62286568,13.09050751,0.00031451,-17.01860809,30.40405083,-10.25279045,-3.67173648,30.87481117,0.3825421,6.27961969,9.39155674,0.12230334,0.00282651,0.95761309,-0.63964158,-5.09741974,-4.45777798,120.4978714,0.0,1.29,3.74
50,96.53,42.59,17.0,0.68,21.46,60.0,0.68441331,4.16599464,8.69119549,3.65145588,4.29826498,4.42368364,0.03573752,19.39,-7.49930239,0.193433,-0.63360387,4.95843315,10.08778954,3.33816552,2.53821254,7.70329142,2.58580232,2.30947304,0.13,25.23982239,-16.32017899,10.02460861,-11.56381798,26.98662758,15.14175987,-15.33519173,-0.27563015,0.50982583,0.03924848,0.84300509,-1.98660874,19.71957207,6.78147793,15.65270329,-8.05873394,18.40578651,9.26035213,7.6885891,4.9763217,3.63914013,0.05677643,-7.34342384,7.33989191,-10.01989555,1.13625753,7.43298626,3.573035,-11.78451157,11.93407059,-3.08110833,1.400769,0.23692929,-0.87534302,-4.79541445,-3.9200716,141.34429932,0.0,0.0,0.0
51,96.49,41.13,0.0,0.67,23.57,61.0,1.18654227,5.77501106,6.36446095,5.48945093,4.70386648,8.34125519,0.0039741,15.46,2.1259973,-6.36725235,-1.61997497,5.69168997,1.48374712,2.21304727,7.52949047,1.89984131,1.61957324,1.421363,0.23,28.10035896,-10.3234663,15.20329666,6.96252155,18.80513763,4.05556822,-15.79290867,-4.96124983,0.07775077,0.00147331,0.9693909,1.1429435,9.42859364,7.77197361,8.08458138,1.61378777,0.2765415,7.7578907,13.2800703,0.76122355,0.13205506,0.71640205,3.93227744,1.14005828,-6.25571012,-2.86233544,3.95871115,6.64264059,-4.77461767,6.3949275,-4.24603224,4.14285946,0.04212354,-0.812684,-4.06410503,-3.25142074,123.33146667,0.0,0.0,0.0
52,96.49,41.13,0.0,0.67,23.57,54.0,-3.68390369,11.72687149,3.28226089,1.08923757,3.10361648,1.49866009,0.22121764,24.06,-7.41729116,-2.0290463,8.61203575,13.348176,1.00666201,-8.1009388,6.07693911,11.0168457,2.81417274,1.78082502,0.18,25.14020157,-1.25543487,38.7933197,13.26695538,25.07865143,-4.84353304,-2.76380301,-5.70609951,10.31434917,10.14033508,0.001504,1.33947897,-10.468647,7.31641769,5.05636978,-14.87939167,-9.54806995,7.28781843,36.76451492,1.6038022,0.25111228,0.6164241,4.15282822,-10.34204483,-2.7785871,1.13480294,-6.38564587,9.25174904,-26.16584778,3.90719104,-4.54129791,1.97837496,0.15993111,-0.28147325,-2.84074521,-2.55927205,58.35652924,0.0,0.0,0.0
53,96.99,40.69,0.0,0.68,23.47,49.0,-4.96337938,6.68142796,-5.82617283,-1.29358864,-1.35042834,0.2435119,0.62180883,25.97,10.65058136,4.45305681,-16.5377655,-2.84646082,-5.92569208,22.42708778,5.36600208,-25.38597679,-0.97489572,0.19987884,0.65,18.93595505,-7.02682829,32.63546371,22.77389717,2.50018144,-16.71075249,1.82187772,-9.67668343,7.59477091,4.70029116,0.03043733,-2.08122587,-39.98345566,15.99740887,-10.19443893,-18.74304962,-20.95298195,-0.99058855,29.90882492,-5.09990788,2.24652863,0.13428977,18.86977577,-33.99305344,14.87059879,2.31984186,-35.05157471,16.23581696,-11.73981953,-2.94732618,-2.93517733,0.74952626,0.38687316,0.49212819,-1.51961589,-2.01174402,23.5961132,2.1e-06,0.0,0.0
54,98.07,41.12,17.0,0.69,21.24,61.0,4.21015978,4.30305243,-7.93765068,-6.64420652,-1.51716125,0.20843621,0.64811277,31.53,6.40293646,-3.39060521,6.15060949,5.87765694,-15.87567711,25.43179703,-5.38658762,10.12150097,3.66645408,1.79874277,0.18,-23.38972282,10.92490959,16.68362427,30.5174942,-18.81742668,-14.00075436,17.06787109,8.07613468,10.38408279,5.91298914,0.01523749,11.87360191,-45.46094131,12.46227646,-20.20645142,7.59714699,-28.07504654,-14.25368404,14.53989887,-1.75185966,0.17584135,0.67507884,19.4174881,-23.56551361,30.79910278,3.93995738,-13.28470325,19.17248154,6.04273272,-0.4717831,11.556036,7.55455828,0.0061141,1.17863894,-0.71751928,-1.89615822,17.82650566,3.395e-05,0.0,0.0
55,97.64,40.47,0.0,0.71,22.84,58.0,-10.55994606,-1.51210451,-3.6532402,-4.49950361,-5.0561986,1.56809294,0.21082943,38.32,12.99007607,0.34761399,-8.42860794,-2.3576479,-14.8928833,16.04112625,-22.57399178,-6.80317402,-3.20968628,0.93400526,0.33,17.07118797,-10.00793552,-10.50136471,-13.93608284,-0.07527678,-5.01481676,9.79400063,7.17361307,3.7722652,0.51210928,0.47442582,-18.68878555,-18.09454155,31.66519928,2.98719072,-21.30758858,-13.26066113,-15.68970013,19.56729317,0.17777136,0.00119945,0.97238054,-24.10466766,-44.67467499,12.48598576,3.56172872,-31.49378014,15.08304977,-24.63315201,14.81996155,-5.31187773,1.09186089,0.29635951,1.79407787,-0.39690357,-2.19098139,26.04998589,6.6e-07,0.0,0.0
56,99.21,40.47,17.0,0.72,20.67,51.0,20.75475311,0.91828269,-3.23893142,2.42301393,5.21427965,1.37586594,0.24113596,42.18,11.19113064,13.42718029,0.0015661,17.40782738,2.05498552,7.57349491,3.1363008,-8.5421257,5.7812953,2.38858461,0.12,-28.94015503,1.16061723,-15.27792835,16.35323143,-11.69594955,7.54965687,27.11566353,11.95398426,-1.54729199,0.07175381,0.78886582,4.17479134,-1.59603524,-8.98988533,1.53898871,35.9667778,3.70225239,-26.68558502,-31.2015419,-5.1949563,0.83703697,0.36050781,-0.4245016,23.0487709,61.76599884,-4.31841755,34.25580215,-1.07816422,35.19157791,21.63002586,18.56791306,10.83581734,0.00103705,2.28642201,-0.23376364,-2.52018571,39.12192154,0.0,0.0,0.0
57,100.17,40.18,18.0,0.71,19.92,37.0,6.68803072,2.88410544,3.75437689,2.5639708,3.97262096,10.37440872,0.00132642,11.7,-0.4911567,8.82691574,1.41916561,4.86705971,1.04869068,7.27377653,1.00170481,3.08621168,3.37904596,10.86441994,0.0,-6.28830194,13.99187851,-1.87664831,4.30428362,-4.86654568,-4.93106604,16.32094002,8.61812115,0.58242589,0.13707994,0.7112946,9.74587345,-0.25592011,13.94878292,-2.06081629,8.1489563,-2.63871217,2.72446561,1.21996593,1.06494224,0.45928901,0.49814284,9.27495861,5.46655512,16.20256996,6.20304966,5.08726931,9.70683765,7.25180244,-3.77279139,4.22525358,7.24800777,0.00723909,2.31457996,-0.38847521,-2.70305538,73.85765076,0.0,2.34,4.56
58,100.55,39.68,16.0,0.65,20.33,51.0,5.3255434,2.30557466,-1.94158161,3.28896928,2.24462652,2.09824014,0.14783843,14.7,5.74765444,1.45296049,-4.92963791,-8.71890068,3.59021568,-5.82746792,6.52462673,5.24376059,0.38540152,0.09139568,0.76,-1.45611739,1.59300971,5.83990812,13.97169399,-2.61631536,-10.23565674,8.6666975,0.06553998,-1.02269161,0.26004815,0.61022087,2.50431132,-12.70932579,1.6479162,1.49069822,-12.08463192,-11.61184883,3.98191619,10.12277317,-5.59813643,8.11051083,0.00450822,9.5648098,-10.97967911,16.23443413,7.04140425,2.72952223,8.32776546,7.69073772,6.2962327,2.31181812,1.38469839,0.2396354,2.337569,-0.42190319,-2.75947213,95.54283905,0.0,2.41,4.43
59,98.07,41.12,21.0,0.0,21.24,22.0,-3.75974178,8.86819553,3.05761194,-1.50201011,1.66601384,0.48343834,0.48705948,22.74,3.13348103,-11.22546387,3.81531119,9.02735806,6.06531239,-7.55541897,11.78496647,10.14553642,3.14888549,2.52839804,0.11,30.30263138,-2.85946488,27.58462715,4.31198978,21.29637337,2.27984953,-12.39763737,-3.52465057,10.15076447,10.94320679,0.00097937,-7.44893742,-11.53948498,6.24160719,11.38305378,-5.82674265,-7.78335142,10.42506599,27.66113091,4.48592472,2.17793202,0.14037676,5.66618204,-21.82743263,-2.6458478,-0.07052708,-6.1598053,12.13612366,-22.64191055,8.96818829,-1.86034679,0.37750909,0.53910553,-0.57346338,-2.72379708,-2.15033388,36.96866989,0.0,1.22,2.64
60,100.55,40.18,20.0,0.0,19.47,22.0,-1.24428284,1.81888247,3.06335306,1.86730278,1.37631381,1.14439356,0.28503025,12.21,-1.03195655,0.26693922,4.09119844,-1.57203293,5.11982059,-3.4526453,-2.097785,0.31463766,0.204772,0.03653311,0.85,6.13497448,3.64404178,3.83074355,-9.91634941,11.8121767,3.90884352,-4.4893856,1.57142544,0.07201535,0.00184871,0.96571447,-3.42372727,11.73527431,-1.92149472,7.3639617,2.98671031,4.68280792,6.6870327,-3.62586069,1.42663217,0.75371701,0.38554962,-10.49986362,4.15453959,-4.25353765,1.45693648,1.34092987,-3.79183221,-4.10915852,3.91638637,-3.25003052,3.90997744,0.0483264,0.84681284,-1.70521164,-2.5520246,79.64596558,0.0,1.21,2.15
61,94.4,45.37,3.0,0.25,21.79,70.0,0.56235766,1.08765626,0.86157292,0.69869769,0.80257112,2.74277234,0.09806509,4.6,0.70346946,-0.03224748,0.17453507,-0.71136957,-0.50406367,0.72188759,2.01900911,1.85691404,0.52851683,1.72003889,0.19,1.1019125,1.65721643,2.80887604,-2.14461803,2.60029149,0.41650805,1.54821742,1.3400954,0.43254867,0.46923161,0.49352963,1.0664537,-1.35613608,2.82806683,2.88781762,0.6108247,0.86422998,-0.58256555,0.52152824,0.12104125,0.03778568,0.84592108,-0.71248031,-0.50678134,1.49440658,-1.71701884,3.16437554,2.20640254,-0.06493994,0.64097255,-0.0892395,0.02065645,0.88575324,-25.99977493,-24.83509445,1.16467977,0.08517698,0.77064358,1.29,5.0
62,95.39,44.86,1.0,0.0,20.59,84.0,-4.4305253,2.33995605,0.10047188,0.47305202,-0.37926129,0.11890917,0.73030611,10.44,-2.15708447,0.80636173,-4.06534624,-2.64645743,-1.969028,-0.84399033,1.44321001,0.56649357,-1.10823011,1.42701352,0.23,-3.09955764,2.54864597,3.0097611,4.54211378,3.23401833,2.80670047,-1.55104113,5.85032225,1.71526098,1.42619944,0.23272241,1.13930607,-0.92522937,3.31242037,-0.06471896,0.32668996,-3.84716272,0.16281874,0.52578086,-0.45219892,0.10162009,0.74997321,-9.69930649,-6.00238657,-2.7656033,1.00554812,-4.09714937,-5.98458195,-4.32857466,-3.22278547,-4.95435953,12.33128738,0.00046914,-0.44250989,-2.20200014,-1.75949013,4.68077946,0.03145348,2.23,6.47
63,94.4,45.37,13.0,0.44,21.79,58.0,0.01553598,0.04871209,-0.50539601,-0.46031755,-0.22536637,0.35594293,0.55092734,3.58,-0.20019946,-0.09682988,0.46547109,-0.69108146,-0.13506173,0.20134439,1.30406034,-0.29004797,0.06970692,0.04891295,0.83,-0.06030623,-0.26171714,-1.64559519,1.69851756,-0.50842196,0.01726517,-0.45393148,1.37752223,0.50749308,1.05898643,0.30374234,-0.13880673,-1.89857984,2.0481801,-1.16504371,-2.17100096,-1.13413393,-1.2931906,1.4738692,-0.12602548,0.06794089,0.79442258,-0.78831416,0.31370571,0.1939242,-0.34732178,-0.50150597,0.05324296,0.25164101,0.77063674,0.4798139,0.97347528,0.32409875,-27.02565002,-24.96082306,2.06482673,0.27347523,0.60147505,1.29,5.0
64,94.4,44.81,0.0,0.42,22.37,70.0,1.5601989,-7.00695705,4.32941723,7.05905485,1.48542833,0.16285113,0.68664674,34.93,-20.78092575,-12.6087389,-15.1481142,-0.08087818,15.69707394,0.92851979,-0.00711419,-1.20905864,-4.15115452,1.86172199,0.17,-16.38113785,8.19491482,0.84016311,26.98417091,-72.96076202,-21.66265869,0.51227427,10.26897621,-14.72079372,10.0340538,0.0015922,10.96273327,-15.6713419,6.9718709,18.94928932,10.55332947,11.15838623,3.12695789,-8.485425,-2.55752802,0.29216328,0.58898069,17.96381187,10.47401619,8.34221268,14.83749676,10.56197166,-21.14089775,-31.86710358,9.81910133,-5.79590034,1.53594851,0.21556761,-12.2601366,-11.71971989,0.5404166,0.03520426,0.85132109,1.29,5.0
65,95.39,44.86,4.0,0.37,20.59,63.0,3.1583612,0.32583851,3.73567629,5.71164274,3.23287964,8.01920414,0.004738,10.83,2.35880804,-3.38513684,0.41858554,-3.73354912,0.7248714,-2.16674972,5.5825491,-2.74663448,-0.36840701,0.14907067,0.7,0.65802729,5.30323458,-1.19587457,-0.30376896,-0.17517136,10.68397903,0.38574675,-12.40655613,-5.53245926,14.16127777,0.00017944,3.1949594,4.93022728,0.0707035,-2.71985793,-1.27458644,12.64672947,7.0822711,6.62999201,-1.86645842,1.63683641,0.20111294,-3.83121967,5.92877483,11.49188232,2.14130259,1.1849345,3.14514899,2.55337572,2.7557106,-2.51484728,2.97469807,0.08494332,-1.3075242,-2.325598,-1.01807392,0.37426224,0.54124827,2.18,6.66
66,95.39,44.86,3.0,0.31,20.59,69.0,2.9224894,4.98603249,5.59952259,4.9498744,4.61448002,17.75537872,2.781e-05,10.39,-1.62060761,6.43152857,1.72680485,5.315063,-2.81814814,-1.17540097,4.57309771,4.19953871,2.0789845,5.25315142,0.02,-0.76304722,9.12404728,-4.78127718,-0.98622185,7.10311747,11.55615902,13.96330833,8.62634754,0.28939143,0.04242329,0.83686485,8.52126884,14.88652229,10.94388866,0.32600299,10.4685688,4.23054123,1.68590224,-6.10777903,0.61034358,0.19474021,0.65911375,-5.09453678,5.04474926,6.52431059,-0.61982769,3.86798501,5.77851009,8.29082394,-1.67958307,-1.99984646,2.05283737,0.15229443,0.54198653,-1.19471681,-1.7367034,4.11967278,0.04345073,2.23,6.47
