x,y,z,d,t1,orth,iso0,iso90,sur,task all,task F,task p-val,stdev_xerrts,0,23,45,67,90,112,135,157,theta all,theta F,theta p-val,iso0_0,iso0_23,iso0_45,iso0_67,iso0_90,iso0_112,iso0_135,iso0_157,iso0_theta all,iso0_theta F,iso0_theta p-val,iso90_0,iso90_23,iso90_45,iso90_67,iso90_90,iso90_112,iso90_135,iso90_157,iso90_theta all,iso90_theta F,iso90_theta p-val,orth_0,orth_23,orth_45,orth_67,orth_90,orth_112,orth_135,orth_157,orth_theta all,orth_theta F,orth_theta p-val,sur,ctr,ctr-sur,ctr-sur F,loc p-val,sur_unwarp,ctr_unwarp,ctr-sur_unwarp,ctr-sur_unwarp F,polar_angle,eccentricity
0.00,0.00,9.00,0.46,139.00,-0.81747627,-0.72798520,-0.01801228,-1.13328683,-0.67419016,3.21171165,0.07345523,3.66,-1.48955441,-0.63724560,0.28352046,-1.03003395,-1.09894013,0.09811465,-0.49692827,-1.54668307,-0.73971879,5.17316675,0.02,-1.47076273,0.76089066,0.93622506,-1.19753873,-1.04947650,-0.64946705,-2.07291460,-1.32588601,0.37318811,0.59800786,0.43954775,-0.98264885,-0.20412636,1.62817502,-0.91302603,-0.12033094,0.54023522,0.69429022,-1.13545942,1.10648918,5.30117035,0.02154475,-1.77445948,0.83239758,0.05416833,-3.03006291,-0.72540295,-0.54107720,-1.24423766,-0.25526354,0.33252311,0.49014908,0.48404669,-0.60612828,-0.83153588,-0.22540763,3.04270983,0.08271754,-0.74205327,-0.39291432,0.34913895,0.28358665,1.46,0.83,
0.00,0.00,5.00,0.38,156.00,0.15545708,0.39215481,0.08777244,1.16572082,0.45027629,1.11375296,0.29155625,4.15,0.62650651,-0.14999281,0.27514601,1.07733274,0.70852041,0.58918482,0.97804272,1.45009327,0.69435418,3.37209105,0.07,0.40042728,-0.00434364,0.47165412,-1.91208422,-0.30184996,1.00491941,3.45300937,-0.10386121,-0.77809513,2.03176308,0.15439802,-0.63604230,-0.17855461,-3.03657675,2.24832416,-1.00911427,-0.11188801,2.73073101,1.41780496,-1.07211077,3.92247748,0.04795708,0.63462073,0.80009133,-1.77433467,-1.70925033,0.59339666,0.58015436,0.70510942,1.54276717,-1.04652750,3.76060271,0.05279446,-0.33195186,-0.46141487,-0.12946303,0.88753587,0.34734224,-4.37320805,-6.16568661,-1.79247856,5.16063452,1.46,0.83,
0.00,0.00,2.00,0.26,171.00,0.79091680,-0.09786095,0.73038286,0.18963072,0.40326735,0.84348357,0.35865316,4.27,0.55313766,-1.25291967,-0.64121813,1.32239830,-0.33053926,0.04678389,0.43741307,-0.47934368,-0.04303599,0.01278322,0.91,-1.93097556,-0.99084872,0.97638488,1.59621751,-1.44968641,1.90340650,1.09971058,-2.57692719,-0.33620289,0.35972834,0.54881225,-0.53935611,1.21097684,-0.00922881,1.18803835,0.63296896,0.30696332,2.89827156,0.06070272,0.51250434,0.83470005,0.36116836,0.68921155,1.03876305,-0.21597472,1.94476461,2.66004181,-1.89075017,0.01522669,1.78145850,0.59395331,1.14750993,0.28436606,-0.03658959,-0.11778575,-0.08119616,0.31508234,0.57523952,2.74640918,3.27776027,0.53135109,0.52497786,1.40,0.80,
0.00,0.00,0.00,0.00,158.00,0.25603145,-1.31780052,0.31538817,0.03279384,-0.17839676,0.14089930,0.70747877,4.62,0.28746703,-0.84156966,0.71984780,0.84688580,0.91722590,-0.02778577,2.09154320,2.65266299,0.83078468,3.52965093,0.06,-0.34766984,-3.55719995,-0.33454120,-1.78908944,-3.21134448,-2.87677979,0.85721469,0.50657618,-1.30722833,4.62850666,0.03171774,0.58522022,-1.68352973,0.53776020,0.22588205,0.38735065,-1.28566694,2.30241323,1.47135091,0.30556831,0.25378385,0.61454993,0.25073832,-0.81773645,1.99503779,0.44165134,1.71628797,-0.86832559,-0.68096823,-0.04632438,0.24261059,0.16240671,0.68704865,0.48521417,0.70085675,0.21564256,1.97241259,0.16182462,-1.65031362,-1.87389779,-0.22358422,0.08270960,0.00,0.00,
0.00,0.00,0.00,0.00,122.00,0.99766880,0.04325414,1.09563100,1.12333679,0.81497270,3.40525007,0.06532392,4.30,0.42858744,1.97306681,0.16334315,0.47016984,1.04943335,0.98197705,-0.01496780,-0.49441752,0.56964904,2.16129351,0.14,1.32485723,1.93489277,-1.22412908,1.05584478,-3.24447250,2.29670334,-1.07414079,-1.58215833,-1.15841007,4.24362135,0.03969296,-1.78018165,1.94035304,0.50817060,2.97360659,3.71207809,-0.29792708,0.89923435,0.32196772,-0.04922534,0.00769740,0.93010748,0.20412897,0.77088296,-0.28075150,3.04562473,0.09117665,1.26250505,1.61744153,1.30184650,-0.13634735,0.05946126,0.80740657,0.98844934,1.21421099,0.22576161,1.77491093,0.18437120,3.42096162,3.72279572,0.30183402,0.13130142,0.43,0.33,
0.00,0.00,0.00,0.31,95.00,-2.56120706,-1.02361965,-0.96750849,-1.47717488,-1.50737751,9.73320293,0.00186846,4.70,-1.36279976,-0.99635339,-0.95861793,-2.03688121,-1.80017936,-0.52209198,-1.20204437,-2.99455190,-1.48418999,12.95051384,0.00,0.17233716,-1.83810782,-2.34728312,-2.27738237,-2.36103916,1.27830195,0.31518081,-1.28310943,0.41247034,0.44317824,0.50576768,1.23444831,-1.87000716,1.32675242,-1.88176000,0.09501415,-0.10002750,-4.24745226,-2.62023354,0.51035035,0.69157165,0.40585694,-3.61839294,-1.77541769,-0.22246180,-1.03671622,-6.18433857,-2.35243893,-1.80138528,-3.33714414,-1.00224471,2.70942688,0.10011552,1.62867475,1.82844985,0.19977510,1.17543089,0.27966196,2.27870417,2.65822864,0.37952441,0.22380368,0.43,0.33,
0.00,0.00,0.00,0.49,100.00,-0.40032187,-0.09192726,0.53885514,0.34685588,0.09836547,0.04020366,0.84112907,4.77,1.26579583,-0.34103802,0.09967050,0.90325695,0.25002190,0.68075204,-0.25755525,-0.02686996,0.32175425,0.59949875,0.44,2.60552716,0.08802056,-0.51094812,-0.75192982,0.95417237,-0.91965026,0.33889762,-2.14897561,-0.41640270,0.43775752,0.50838079,-0.03893076,0.79129648,-1.20661569,2.84344912,0.24501063,2.09458709,-0.61185759,0.77795458,0.20713802,0.10937846,0.74093194,0.28249446,-0.26785833,0.46931580,-1.00953853,1.28025353,-3.42904115,0.02313956,-0.79788297,-0.74515224,1.44287252,0.22999974,2.05427241,2.21272755,0.15845519,0.69620192,0.40511069,7.71510315,6.48015165,-1.23495162,3.02859330,0.42,0.34,
0.00,0.00,14.00,0.68,150.00,0.40787646,2.11644077,-0.15250561,0.07640495,0.61205417,1.17115438,0.27945962,5.50,1.15763390,0.28728819,0.24073152,0.36589313,-1.00882959,0.88422889,1.93310320,-0.55675441,0.41291186,0.61922610,0.43,1.80361044,3.53944802,-1.02190292,4.01571751,0.75782186,1.81752062,3.94012070,1.62109172,2.06469941,8.12182140,0.00447616,5.93193674,-0.02695775,-0.01182485,-3.34663534,1.15742683,-1.75333643,-1.63471854,-2.00905800,-0.29815599,0.17395431,0.67672332,-4.38986063,-2.25648308,6.95070219,3.01295948,0.20406650,1.96189702,-3.77101898,1.90217447,0.47953525,0.47007313,0.49313492,2.05218625,2.16526103,0.11307492,0.36305976,0.54753027,11.55254650,11.83393383,0.28138760,0.10853267,0.40,0.34,
0.00,0.00,19.00,0.83,76.00,-0.37761435,1.01420081,-0.64809567,-0.55057871,-0.14052196,0.05514326,0.81439822,5.82,-0.97767526,-1.21519113,-0.47171780,1.61943495,-0.52858251,0.58508819,0.38641563,0.01597263,-0.07328190,0.02136464,0.88,3.72387409,-1.24000204,-0.23636736,1.05992925,-0.67932272,1.74276471,3.34494996,0.29293549,1.57028389,4.18421364,0.04110038,-1.31229258,-1.40862286,0.15779896,1.96605337,-1.96387064,1.09534347,-2.00948644,-1.25672829,-0.06604119,0.00744347,0.93126711,0.27350724,-0.01694826,0.13629773,0.35332549,-2.37045169,0.90736914,-2.66701031,0.69653559,0.24219510,0.10206741,0.74943880,1.58006620,1.62724900,0.04718276,0.06302980,0.80204107,-1.24617290,-0.80481750,0.44135538,0.42044225,0.00,0.00,
0.00,0.00,21.00,0.00,118.00,1.11527181,0.43539119,-0.31678620,0.26198319,0.37396500,0.38362187,0.53583099,5.87,-0.72523522,1.40530550,0.69931382,1.29086614,1.09005415,-1.91339147,1.23597956,-1.21027136,0.23407763,0.21258642,0.64,-1.65245605,2.72154093,-0.88518548,-2.38390231,0.59937894,-2.10568070,5.12759304,1.93865514,0.25045797,0.10613611,0.74466455,0.42525631,0.05536456,-0.48027110,-0.18976435,-0.33337486,-2.58622074,1.96362364,-1.72989523,-0.63336265,0.67344391,0.41207672,2.92764878,-1.94304872,2.55451965,0.80945081,-1.84809864,2.60488653,2.84390903,2.28509641,0.90632051,1.41511035,0.23453222,-1.53375721,-2.08936834,-0.55561119,11.92158127,0.00068398,-9.13909149,-8.74309444,0.39599696,0.19830462,1.53,0.82,
0.00,0.00,0.00,0.71,132.00,-0.19259036,-1.28640985,-0.29678875,0.05332065,-0.43061709,0.70192480,0.40236440,5.00,0.72927582,1.08512664,1.54899740,0.18710649,0.16461469,-1.36628485,0.38517922,-0.90451205,0.22868793,0.25012603,0.62,0.34051791,-1.89510906,-1.39562345,-2.13642478,-1.16349483,-2.96406269,0.52071112,-1.40390408,-1.29043913,3.82161427,0.05091317,1.23558509,0.54264271,0.76020271,-0.43875083,0.05782467,-2.11098146,0.51113766,-3.57595134,-0.43042120,0.43115330,0.51159604,-0.28887093,-1.06158948,0.77737039,-0.36505452,-4.82806540,2.51350379,1.94865513,0.78280646,-0.19008842,0.08663668,0.76856701,-1.18908048,-1.61512542,-0.42604494,8.32218838,0.00436890,2.56908321,1.35013866,-1.21894455,1.42804015,1.53,0.82,
0.00,0.00,11.00,0.54,135.00,0.17555687,0.60851824,0.16579664,0.45471996,0.35114792,0.65043342,0.42017492,4.23,-1.24819684,-1.61360264,-0.20164292,1.50767601,-0.60964686,0.05790534,0.95321250,-0.74922740,-0.23794036,0.39518979,0.53,0.44744310,1.00971925,1.33004010,0.52086139,0.86532968,0.03375434,1.91624200,-1.32363403,0.16417615,0.08614928,0.76920037,-0.51767504,1.16252899,-2.48731947,-0.79056853,2.45864034,-0.20552142,1.42139447,0.05288138,-0.33203414,0.35914519,0.54913631,0.11871219,0.40160650,0.67640227,0.23315948,-2.84248042,-0.58418995,1.95279956,2.11236739,-0.21670003,0.15550889,0.69342147,-0.88775575,-1.16527987,-0.27752405,4.09412003,0.04443364,2.45493150,3.37140608,0.91647458,1.66598213,1.51,0.80,
0.00,0.00,6.00,0.41,146.00,0.22501417,1.05634689,1.11494541,0.31677997,0.67827159,2.11140466,0.14656034,4.54,0.06887585,-1.02514338,-0.50561571,0.79931533,0.79009080,-1.07296407,0.16250674,0.00602426,-0.09711376,0.05826605,0.81,0.88872474,-0.91487104,2.01215339,1.85863709,2.41916823,-0.64498138,1.25470662,1.99847329,0.79389036,1.75717413,0.18532296,2.83257771,0.63948530,0.85671109,1.93493998,1.62586284,0.24608071,-0.61950743,1.53938866,0.80944842,1.84114349,0.17516652,3.21091962,-0.83760691,1.98736584,0.57301342,0.40761712,-0.47057524,-1.58709335,-1.39811206,-0.05004444,0.00720219,0.93238752,-0.65484524,-0.80223089,-0.14738567,1.15518737,0.28382888,1.88607800,2.12554359,0.23946556,0.11710880,1.45,0.77,
0.00,0.00,0.00,0.33,160.00,1.84598124,1.29578710,0.63385904,0.81006521,1.14642310,7.83112717,0.00524724,3.98,0.09894596,0.14264719,0.05438504,0.45245269,0.15469363,1.01367021,1.13416970,0.87873507,0.49121243,1.90773261,0.17,1.64000058,0.49518222,-1.05450678,1.94222045,2.13112640,1.64494705,2.74702549,1.09641767,0.51168436,0.94861805,0.33034018,0.37722629,1.32722235,1.77274525,-2.71755338,0.31451452,0.48177043,2.09881520,0.96609944,-0.18846567,0.13084497,0.71764479,0.10458247,2.02555370,1.88489246,3.42490172,2.50626945,2.54346228,1.37051725,0.39576533,1.01097190,3.80303454,0.05147844,-0.33743769,-0.39666328,-0.05922558,0.16460179,0.68541113,-3.46940136,-3.19206691,0.27733445,0.16107473,1.40,0.74,
0.00,0.00,2.00,0.23,163.00,-0.24062130,0.49733606,-0.77210027,0.22698140,-0.07210103,0.02146075,0.88356416,4.78,-0.14166637,-0.60698098,-1.20007014,0.32748461,-0.20256665,0.80748582,0.96941042,-0.41828063,-0.05814799,0.01890947,0.89,1.22889364,0.77393752,-1.11001527,0.00495108,2.48872042,0.64358056,2.22624898,-1.81938851,0.29167607,0.21409065,0.64369483,-0.19478975,-0.26592913,-2.29034281,-1.62945485,-2.19208598,-0.87713474,0.98768646,0.64522225,-0.99884880,2.52829957,0.11218146,-1.99120629,1.09770584,-0.17187066,-0.20292950,-2.53980565,0.40211278,-0.54112166,2.35391951,-0.40857264,0.43251288,0.51093125,0.01335740,-0.00813678,-0.02149418,0.01987158,0.88804567,1.37367451,1.34262872,-0.03104581,0.00160271,1.40,0.74,
0.00,0.00,1.00,0.18,160.00,1.63217342,1.43261957,1.20965528,0.86651826,1.28524160,8.62275791,0.00340609,4.26,0.97656155,0.55051589,0.70586842,0.69252038,1.44733036,1.04106677,1.65190291,0.79793638,0.98296285,6.55733728,0.01,2.39174128,0.17311710,3.42352796,2.21455789,-0.85935050,0.97942662,1.29315281,1.37702179,0.55674165,0.98471791,0.32131082,0.95301312,-0.04049760,1.73018694,0.98288119,0.99147040,2.51900530,3.64847064,-1.23118460,0.30910552,0.30773509,0.57921497,0.29951301,2.41086912,3.39987540,1.32251990,1.42143142,2.48657084,-1.43879759,3.18792343,0.83668625,2.29963350,0.12976529,0.84864438,1.02796757,0.17932323,1.34692287,0.24727292,2.86868620,2.86640429,-0.00228201,0.00000000,0.57,0.34,
0.00,0.00,4.00,0.32,126.00,0.35475332,-1.25589132,-0.68109447,-0.40947637,-0.49792722,1.38964701,0.23878227,4.11,-1.26004350,-1.00162601,-2.32537913,0.09494300,-0.59692109,0.32000870,-0.22599497,0.32938111,-0.58320397,2.72386765,0.10,-3.07950306,-2.75722146,-1.03635216,-0.34601972,1.33525062,1.06520307,-2.59169722,-2.12243199,-0.88248950,2.68010068,0.10196846,-1.42593539,0.02928141,-4.42894220,1.97111952,-2.71493554,0.87303418,1.00758851,0.28030264,-0.26869652,0.25338078,0.61483111,-0.91809702,0.71107614,2.41145205,1.36132121,0.54459530,-1.14879465,-1.90125334,1.72335660,0.84248680,2.50126004,0.11411622,1.43675005,1.60452890,0.16777882,0.95461512,0.32978969,-2.44112372,-1.03935194,1.40177166,4.84061146,0.53,0.34,
0.00,0.00,9.00,0.51,121.00,0.03280916,0.00315220,0.00954270,-0.27730122,-0.05794929,0.01486969,0.90297324,4.62,-0.91579497,-0.98042804,0.47267315,-0.89893299,-1.01192164,-0.79789454,-1.41198051,0.15410361,-0.67377198,2.80735254,0.09,-1.71971321,0.43618044,2.12104821,0.07941042,1.32338607,2.19500494,-5.65172243,1.46632349,0.19583070,0.10635492,0.74441068,-0.86478359,-1.10584378,1.29001391,0.64559501,1.63189328,-0.67078090,-1.08746409,-0.08009534,0.30779955,0.25710937,0.61224066,-1.17334163,-0.57822430,1.12387633,-0.16549422,-0.81276667,0.07116622,0.94180709,1.22437704,0.33901492,0.31672144,0.57372863,1.95163620,2.08946848,0.13783222,0.54466140,0.46141782,-2.79953146,-2.86414576,-0.06461437,0.00817661,0.53,0.34,
0.00,0.00,14.00,0.70,115.00,1.00681281,0.65486556,1.84869421,0.48020151,0.99764353,4.80716133,0.02860199,4.43,1.05242491,0.22340488,0.68853450,0.34221119,0.06776859,2.54328680,1.19928479,2.20449328,1.04017615,6.75312662,0.01,0.41676590,0.39846960,3.05328989,0.63992435,-1.56882679,3.78756595,-0.98241085,-1.14793921,0.06566691,0.01290250,0.90958949,1.48461437,2.07237554,0.22761536,2.78749251,1.87629867,2.11539960,1.59189260,3.00089431,1.38415265,5.65173244,0.01765195,-1.85634136,2.83860660,3.04067135,3.79357910,0.78383386,-3.09441829,1.45991123,0.37557906,0.58411556,1.05630410,0.30434335,2.08400536,2.16334081,0.07933552,0.16180436,0.68795285,0.35673422,-0.10563568,-0.46236992,0.45838732,0.51,0.34,
0.00,0.00,19.00,0.00,117.00,-0.75253540,-0.59260696,0.28442025,-0.62340117,-0.42103082,0.94557047,0.33111566,4.21,-0.35359523,-1.57668734,-0.99456930,0.05751505,-1.11083472,-0.16005009,-0.67321813,-0.68206459,-0.68668807,3.41707993,0.06,0.25279739,-1.84285426,1.44452763,-1.87210393,-1.05916834,-1.02938938,0.68747753,-1.34316170,0.03376964,0.00376816,0.95106630,2.17151690,0.22251056,0.82033330,0.66889304,-0.52002639,-0.09030925,0.04207115,-1.02288592,0.88449615,2.55339766,0.11041797,-0.27635685,0.21844810,0.84245664,-1.45851088,-0.56888312,-1.32569289,-1.85374737,-1.87925184,-0.09914463,0.03267616,0.85659348,-1.64269924,-2.15468979,-0.51199067,8.87351418,0.00327091,1.25442052,1.82015002,0.56572944,0.98533928,1.53,0.76,
0.00,0.00,14.00,0.72,127.00,-1.16769683,-0.35548937,-0.99391431,-0.93545479,-0.86313879,3.14024425,0.07672716,4.74,-2.02239227,-0.24364260,-0.46843430,-0.47316140,-1.65783131,-1.73906195,0.53686094,-1.58420086,-0.95648295,5.55419302,0.02,-1.63971353,2.90503788,-2.66307116,1.25517750,-2.55047631,-0.56406295,1.45770848,-1.92785573,0.57971776,0.87214607,0.35061921,-0.27129960,-0.36459768,0.85213554,-3.42739272,-2.39833856,-1.46738303,0.71373057,-2.00941467,-0.09023181,0.02118195,0.88431787,-1.67730784,-3.42717147,2.79891849,-2.22345638,-3.38299036,1.08619821,1.71381283,-3.67558694,-0.20800681,0.11675110,0.73266720,-1.25233626,-1.63951063,-0.38717440,5.65786982,0.01836861,1.37872863,2.27771616,0.89898759,1.68788934,1.53,0.76,
0.00,0.00,10.00,0.55,144.00,0.21808258,-1.01252925,-0.51453221,-0.70043069,-0.50235236,1.41711545,0.23419871,4.10,-0.83749539,0.17877135,-1.30732644,0.21121134,-0.79403114,-1.26124895,0.38449597,-1.83500743,-0.65757883,3.31155372,0.07,-2.31124091,-1.28701210,-2.64441156,-0.34367535,0.24733545,0.21502027,-0.98582572,-0.75067466,-0.31708914,0.34275028,0.55839678,-0.32449260,-1.55046856,-0.72818947,1.02409291,-0.06738210,-2.03686643,1.62585151,-2.21718359,0.14974739,0.07751642,0.78075743,-1.33489251,-1.78287065,3.68964410,-2.25382018,0.50113052,2.84282207,-1.02962303,1.77669287,0.96891224,3.37973452,0.06634109,-0.89972609,-1.14704990,-0.24732380,2.57958984,0.10991040,2.74100924,3.54948068,0.80847150,1.44828522,1.50,0.74,
0.00,0.00,8.00,0.40,155.00,-0.06661712,-0.93658662,-0.38017479,0.06891753,-0.32861525,0.68353486,0.40859551,3.87,-0.54051858,-0.13784540,-1.01589942,-0.41509441,0.60915315,-0.94408166,-0.10264414,0.57904202,-0.24598604,0.52093917,0.47,-2.28447318,-2.25577736,-0.88792598,-0.48287368,1.55332541,-1.53248036,-0.95136034,-0.06003132,-0.96812868,3.61160374,0.05770583,1.18914080,-0.14570440,-0.77275825,-0.08112986,-0.84723639,0.36051911,-1.74973178,-0.74393100,-0.45308214,0.79514974,0.37279235,-0.85077858,-0.74034888,1.43568695,0.07146299,1.53585994,0.71647727,-2.44634295,-0.46638885,-0.12346275,0.06048575,0.80578744,-0.64055228,-0.76719129,-0.12663901,0.70310974,0.40279441,-2.34040070,-2.43182516,-0.09142447,0.02328377,1.45,0.71,
0.00,0.00,4.00,0.31,164.00,0.19441499,-0.47575876,0.09247620,-0.78481972,-0.24342182,0.25346190,0.61477350,4.70,0.16704877,0.62191910,0.98018259,-1.14329183,0.21499403,-0.48827034,0.38038170,0.50436842,0.15466656,0.13465488,0.71,-2.21987367,-0.94175792,-2.35236359,-1.53294623,2.52009606,-0.34601229,0.79133606,0.99891907,0.34698075,0.31465775,0.57497942,1.02565122,-1.79343927,1.25604725,0.19131276,0.30590469,-1.59091401,0.22716253,1.05836380,0.90860212,2.16412592,0.14162404,-1.49842095,-1.08060336,1.15718985,0.12109327,1.00893748,1.26243663,2.80930161,-2.48763585,0.91489518,2.25201654,0.13380074,-0.31522655,-0.35594839,-0.04072185,0.06715518,0.79580533,1.06592262,2.13830853,1.07238579,2.25688672,1.40,0.68,
0.00,0.00,0.00,0.22,166.00,-1.78196001,-1.76550138,-1.21280539,-1.81286919,-1.64328396,10.30615234,0.00137377,4.98,-1.30639589,0.88117105,0.83022642,-1.40756071,-0.52117306,-0.55513620,-0.72545558,0.50127453,-0.28788120,0.39314231,0.53,-3.21443868,-0.75455940,-2.24907517,-1.44802022,-1.59861159,-2.42737699,-3.89251065,1.47945189,0.05635359,0.00739921,0.93147123,-0.49166042,-2.95595145,2.68503952,-3.36213350,-3.42023039,-3.08670688,1.46930695,-0.95166111,0.61892253,0.91371363,0.33939471,-2.48049045,0.55119890,-1.33362293,-2.69243550,-3.30028558,0.33741486,-2.35656476,-3.37036967,0.03832009,0.00354741,0.95251954,0.01713931,0.01516640,-0.00197290,0.00015356,0.99012597,3.78162074,3.81808996,0.03646931,0.00164821,1.40,0.68,
0.00,0.00,0.00,0.00,159.00,-0.05340838,0.06533834,0.34458157,0.65280724,0.25232971,0.36135772,0.54790744,4.08,-0.08870648,-1.82711172,-1.53405726,0.16279063,-0.52129900,-1.04763830,0.19723342,0.10447264,-0.56928951,2.15054178,0.14,0.62411606,-2.70489502,2.43029475,0.64824039,-0.46463463,1.77083373,-1.70556343,-0.05910082,-0.63772237,1.41793418,0.23406629,1.77708554,-0.19211127,-0.18944877,1.34381878,-1.36776519,-0.11029640,3.11040139,-1.39921081,-0.35102463,0.43266192,0.51085847,-2.57668209,0.24316482,1.55788124,1.19747603,0.84666133,-0.82258648,-2.91533923,1.88258457,-0.64314198,1.48696780,0.22301574,0.62272590,0.78685772,0.16413186,1.50318587,0.22169921,-5.19479275,-4.05315733,1.14163530,3.15427589,0.74,0.36,
0.00,0.00,1.00,0.19,158.00,-0.92888212,-0.37397158,0.05771615,-0.50808120,-0.43830469,1.10923553,0.29253630,4.05,-1.46549094,-0.01093005,0.80630338,-0.59308875,0.52197909,0.03790820,0.11778469,0.31177235,-0.03422025,0.00887774,0.92,-1.01617038,0.46358761,2.17502809,-0.21264197,0.90414703,-1.79446781,-1.20342088,-2.20796037,0.14353123,0.07268646,0.78752822,-3.93223357,0.15084949,1.79756510,-0.36517477,-1.36717212,1.16617572,2.77082324,0.04421692,0.58242369,1.22548103,0.26859156,-0.81045794,-0.11961117,-0.56725878,-1.83358681,-2.35254908,0.71865422,-0.26852816,-2.22613263,-0.42341480,0.64607376,0.42173798,0.85781121,1.00668573,0.14887454,0.99679363,0.31935741,-6.13081741,-6.20768881,-0.07687113,0.01297161,0.68,0.35,
0.00,0.00,0.00,0.34,125.00,0.90722293,0.07528817,0.32407963,0.79312092,0.52492791,1.62916660,0.20215396,4.00,1.71756577,2.20082808,0.45008150,0.31046042,0.70753598,0.48003274,0.54636878,-0.22970064,0.77289659,4.55890942,0.03,0.95856613,0.73423427,-0.13395493,0.50432217,0.83122796,-1.26892745,0.71454501,-1.60131204,-0.68526971,1.68442690,0.19467889,3.60639191,2.13888717,-1.29735088,-2.77353096,1.85403466,0.18325606,-0.73690283,-0.70882761,-0.53690547,1.06773484,0.30174283,-2.87315989,0.54791242,2.88204384,2.43099737,0.89946026,2.66887307,-1.04850340,1.63395059,0.15466163,0.09007192,0.76415695,1.35655332,1.49439549,0.13784227,0.64040482,0.42456369,-1.56946743,-1.44592583,0.12354160,0.02764734,0.64,0.35,
0.00,0.00,0.00,0.52,115.00,-0.14426968,0.58938938,0.85725302,0.44560564,0.43699458,1.42640960,0.23267201,3.56,-0.93388146,0.97373617,0.94076455,1.66374528,1.24039912,0.79876220,0.58142263,-0.22698589,0.62974530,4.21295500,0.04,-2.03743911,0.63307512,1.70446658,2.38740420,2.11274028,1.38462234,0.41247427,-1.88170636,0.12581900,0.07303045,0.78703815,-0.57736093,0.89983624,1.84581006,2.43414974,0.18937080,1.39019942,-0.02715301,0.80168450,0.43546253,0.86957175,0.35133083,0.00435773,0.29766729,2.47764397,-2.14007139,-1.61254883,0.29772022,-2.24838996,2.37882662,-0.48237818,1.10963893,0.29245091,1.85853815,1.97623146,0.11769325,0.34739161,0.55629358,2.46378660,2.67550588,0.21171933,0.15881024,0.64,0.35,
0.00,0.00,0.00,0.72,65.00,0.23192425,0.15635468,-0.70700699,0.09326778,-0.05636507,0.00891175,0.92481120,5.82,0.95196724,-0.09660996,-0.69227749,0.40974808,-2.78584385,1.02286613,0.51682997,-2.38377571,-0.38213697,0.51635867,0.47,1.72060978,0.25006634,-4.25660324,0.02136983,-0.96281862,4.78190851,2.49483871,-3.01804209,-0.01042962,0.00015884,0.98994713,5.01040888,1.60435390,-2.15205765,-2.31259871,1.74901319,-1.46101928,-5.52907228,-2.91296434,-0.88222975,1.37001586,0.24212748,-7.31151152,1.14021575,5.01535892,2.23693299,-0.49107119,0.16831195,-1.63304567,2.48380494,0.25773948,0.12022307,0.72887595,2.04468369,2.10463119,0.05994739,0.07110449,0.79002456,-1.51153886,-1.24049413,0.27104476,0.09835421,0.60,0.35,
0.00,0.00,20.00,0.00,124.00,0.20356116,-0.03297995,0.23175858,0.52026999,0.23065245,0.24842434,0.61831087,4.50,-0.16616186,-0.02819623,0.39960802,0.42049778,0.63418055,-0.57796133,-0.26793841,1.56559753,0.24745326,0.38049385,0.54,-2.77648759,-1.25965750,0.80032837,1.22528684,0.27126443,-1.08980286,-0.35729539,2.92339039,-0.51980633,0.77249497,0.37968734,0.50010800,-0.83138609,0.93203568,0.82323241,-0.00451594,0.31022251,0.86741406,-0.75382507,-0.29253241,0.24376018,0.62162717,1.63231528,-1.15382981,0.08755098,2.31833959,-2.29225707,1.72816241,1.07398272,-1.41135824,-0.30854893,0.27996251,0.59685984,-1.41433525,-2.03861284,-0.62427741,11.02727413,0.00107652,-8.21062851,-7.75128174,0.45934701,0.42889148,0.00,0.00,
